id	名字(name)	难度(difficulty)	推荐战力(power)	monsterId	奖励图标	地图图片路径（icon)	關卡字體	關卡地圖背景	活動類型	奖励物品（reward）	freetpye	怪物头像品质	二次奖励	limitStage
26	@MM_2_6	6	225000	1	Item/G_3_13.png	UI/Coliseum_img2.png	Coliseum_Label2.png	battle_bg_014	2	10000_1002_154710	2101	5	0	86
27	@MM_2_7	7	250000	1	Item/G_3_13.png	UI/Coliseum_img2.png	Coliseum_Label2.png	battle_bg_014	2	10000_1002_182010	2101	5	0	110
28	@MM_2_8	8	300000	1	Item/G_3_13.png	UI/Coliseum_img2.png	Coliseum_Label2.png	battle_bg_014	2	10000_1002_214130			0	145
29	@MM_2_9	9	350000	1	Item/G_3_13.png	UI/Coliseum_img2.png	Coliseum_Label2.png	battle_bg_014	2	10000_1002_251920			0	183
30	@MM_2_10	10	450000	1	Item/G_3_13.png	UI/Coliseum_img2.png	Coliseum_Label2.png	battle_bg_014	2	10000_1002_296370			0	205
31	@MM_2_11	11	550000	1	Item/G_3_13.png	UI/Coliseum_img2.png	Coliseum_Label2.png	battle_bg_014	2	10000_1002_329300			0	222
32	@MM_2_12	12	750000	1	Item/G_3_13.png	UI/Coliseum_img2.png	Coliseum_Label2.png	battle_bg_014	2	10000_1002_365890			0	252
33	@MM_2_13	13	850000	1	Item/G_3_13.png	UI/Coliseum_img2.png	Coliseum_Label2.png	battle_bg_014	2	10000_1002_406550			0	282
34	@MM_2_14	14	1000000	1	Item/G_3_13.png	UI/Coliseum_img2.png	Coliseum_Label2.png	battle_bg_014	2	10000_1002_451720			0	312
35	@MM_2_15	15	1350000	1	Item/G_3_13.png	UI/Coliseum_img2.png	Coliseum_Label2.png	battle_bg_014	2	10000_1002_501910			0	342
36	@MM_2_16	16	1500000	1	Item/G_3_13.png	UI/Coliseum_img2.png	Coliseum_Label2.png	battle_bg_014	2	10000_1002_557680			0	372
37	@MM_2_17	17	1750000	1	Item/G_3_13.png	UI/Coliseum_img2.png	Coliseum_Label2.png	battle_bg_014	2	10000_1002_619650			0	402
38	@MM_2_18	18	2000000	1	Item/G_3_13.png	UI/Coliseum_img2.png	Coliseum_Label2.png	battle_bg_014	2	10000_1002_688500			0	432
39	@MM_2_19	19	2250000	1	Item/G_3_13.png	UI/Coliseum_img2.png	Coliseum_Label2.png	battle_bg_014	2	10000_1002_765000			0	462
40	@MM_2_20	20	999999999	1	Item/G_3_13.png	UI/Coliseum_img2.png	Coliseum_Label2.png	battle_bg_014	2	10000_1002_850000			0	492
41	@MM_3_1	1	10	1		UI/Coliseum_img3.png	Coliseum_Label3.png	battle_bg_016	3	30000_7181_50			0	18
42	@MM_3_2	2	100000	1		UI/Coliseum_img3.png	Coliseum_Label3.png	battle_bg_016	3	30000_7181_50			0	29
43	@MM_3_3	3	150000	1		UI/Coliseum_img3.png	Coliseum_Label3.png	battle_bg_016	3	30000_7181_60			0	51
44	@MM_3_4	4	180000	1		UI/Coliseum_img3.png	Coliseum_Label3.png	battle_bg_016	3	30000_7181_70			0	65
45	@MM_3_5	5	200000	1		UI/Coliseum_img3.png	Coliseum_Label3.png	battle_bg_016	3	30000_7181_90			0	78
46	@MM_3_6	6	225000	1		UI/Coliseum_img3.png	Coliseum_Label3.png	battle_bg_016	3	30000_7181_100			0	86
47	@MM_3_7	7	250000	1		UI/Coliseum_img3.png	Coliseum_Label3.png	battle_bg_016	3	30000_7181_120			0	135
48	@MM_3_8	8	300000	1		UI/Coliseum_img3.png	Coliseum_Label3.png	battle_bg_016	3	30000_7181_150			0	155
49	@MM_3_9	9	350000	1		UI/Coliseum_img3.png	Coliseum_Label3.png	battle_bg_016	3	30000_7181_170			0	181
50	@MM_3_10	10	450000	1		UI/Coliseum_img3.png	Coliseum_Label3.png	battle_bg_016	3	30000_7181_200			0	193
51	@MM_3_11	11	550000	1		UI/Coliseum_img3.png	Coliseum_Label3.png	battle_bg_016	3	30000_7181_230			0	223
52	@MM_3_12	12	750000	1		UI/Coliseum_img3.png	Coliseum_Label3.png	battle_bg_016	3	30000_7181_250			0	243
53	@MM_3_13	13	850000	1		UI/Coliseum_img3.png	Coliseum_Label3.png	battle_bg_016	3	30000_7181_280			0	263
54	@MM_3_14	14	1000000	1		UI/Coliseum_img3.png	Coliseum_Label3.png	battle_bg_016	3	30000_7181_310			0	283
55	@MM_3_15	15	1350000	1		UI/Coliseum_img3.png	Coliseum_Label3.png	battle_bg_016	3	30000_7181_350			0	303
56	@MM_3_16	16	1500000	1		UI/Coliseum_img3.png	Coliseum_Label3.png	battle_bg_016	3	30000_7181_390			0	323
57	@MM_3_17	17	1750000	1		UI/Coliseum_img3.png	Coliseum_Label3.png	battle_bg_016	3	30000_7181_430			0	343
58	@MM_3_18	18	2000000	1		UI/Coliseum_img3.png	Coliseum_Label3.png	battle_bg_016	3	30000_7181_480			0	363
59	@MM_3_19	19	2250000	1		UI/Coliseum_img3.png	Coliseum_Label3.png	battle_bg_016	3	30000_7181_540			0	443
60	@MM_3_20	20	999999999	1		UI/Coliseum_img3.png	Coliseum_Label3.png	battle_bg_016	3	30000_7181_600			0	473
61	@MM_4_1	1	80000	1		UI/Coliseum_img4.png	Coliseum_Label4.png	battle_bg_021	4	30000_7182_70			0	98
62	@MM_4_2	2	999999999	1		UI/Coliseum_img4.png	Coliseum_Label4.png	battle_bg_021	4	30000_7182_70			0	150
81	@MM_5_1	1	80000	1		UI/Coliseum_img5.png	Coliseum_Label5.png	battle_bg_024	5	30000_7184_4			0	18
82	@MM_5_2	2	100000	1		UI/Coliseum_img5.png	Coliseum_Label5.png	battle_bg_024	5	30000_7184_4			0	18
83	@MM_5_3	3	150000	1		UI/Coliseum_img5.png	Coliseum_Label5.png	battle_bg_024	5	30000_7185_4			0	29
84	@MM_5_4	4	180000	1		UI/Coliseum_img5.png	Coliseum_Label5.png	battle_bg_024	5	30000_7187_4			0	51
85	@MM_5_5	5	200000	1		UI/Coliseum_img5.png	Coliseum_Label5.png	battle_bg_024	5	30000_7188_4			0	65
86	@MM_5_6	6	225000	1		UI/Coliseum_img5.png	Coliseum_Label5.png	battle_bg_024	5	30000_7189_3			0	78
87	@MM_5_7	7	250000	1		UI/Coliseum_img5.png	Coliseum_Label5.png	battle_bg_024	5	30000_7189_6			0	86
88	@MM_5_8	8	300000	1		UI/Coliseum_img5.png	Coliseum_Label5.png	battle_bg_024	5	30000_7190_2			0	110
89	@MM_5_9	9	350000	1		UI/Coliseum_img5.png	Coliseum_Label5.png	battle_bg_024	5	30000_7190_3			0	145
90	@MM_5_10	10	450000	1		UI/Coliseum_img5.png	Coliseum_Label5.png	battle_bg_024	5	30000_7190_4			0	189
91	@MM_5_11	11	550000	1		UI/Coliseum_img5.png	Coliseum_Label5.png	battle_bg_024	5	30000_7190_5			0	215
92	@MM_5_12	12	750000	1		UI/Coliseum_img5.png	Coliseum_Label5.png	battle_bg_024	5	30000_7190_6			0	245
93	@MM_5_13	13	850000	1		UI/Coliseum_img5.png	Coliseum_Label5.png	battle_bg_024	5	30000_7190_7			0	275
94	@MM_5_14	14	1000000	1		UI/Coliseum_img5.png	Coliseum_Label5.png	battle_bg_024	5	30000_7190_8			0	305
95	@MM_5_15	15	1350000	1		UI/Coliseum_img5.png	Coliseum_Label5.png	battle_bg_024	5	30000_7190_9			0	335
96	@MM_5_16	16	1500000	1		UI/Coliseum_img5.png	Coliseum_Label5.png	battle_bg_024	5	30000_7190_10			0	365
97	@MM_5_17	17	1750000	1		UI/Coliseum_img5.png	Coliseum_Label5.png	battle_bg_024	5	30000_7190_11			0	395
98	@MM_5_18	18	2000000	1		UI/Coliseum_img5.png	Coliseum_Label5.png	battle_bg_024	5	30000_7190_12			0	425
99	@MM_5_19	19	2250000	1		UI/Coliseum_img5.png	Coliseum_Label5.png	battle_bg_024	5	30000_7190_13			0	455
100	@MM_5_20	20	999999999	1		UI/Coliseum_img5.png	Coliseum_Label5.png	battle_bg_024	5	30000_7190_14			0	485
