id	品质	名字	icon	描述	重铸消耗	职业
13501	2	@ElementWinSong	Element/Element_308.png	@Element_desc	30000_60008_1	1
13502	2	@ElementBabarrianPow	Element/Element_307.png	@Element_desc	30000_60008_1	1
13503	2	@ElementWinHeart	Element/Element_308.png	@Element_desc	30000_60008_1	1
13504	2	@ElementArrogance	Element/Element_309.png	@Element_desc	30000_60008_1	1
13505	2	@ElementWarImprint	Element/Element_308.png	@Element_desc	30000_60008_1	1
13506	2	@ElementDeathSwear	Element/Element_309.png	@Element_desc	30000_60008_1	1
13507	2	@ElementKingArmor	Element/Element_307.png	@Element_desc	30000_60008_1	1
13508	2	@ElementFighter	Element/Element_307.png	@Element_desc	30000_60008_1	1
14001	2	@ElementWinSong	Element/Element_308.png	@Element_desc	30000_60008_1	1
14002	2	@ElementBabarrianPow	Element/Element_307.png	@Element_desc	30000_60008_1	1
14003	2	@ElementWinHeart	Element/Element_308.png	@Element_desc	30000_60008_1	1
14004	2	@ElementArrogance	Element/Element_309.png	@Element_desc	30000_60008_1	1
14005	2	@ElementWarImprint	Element/Element_308.png	@Element_desc	30000_60008_1	1
14006	2	@ElementDeathSwear	Element/Element_309.png	@Element_desc	30000_60008_1	1
14007	2	@ElementKingArmor	Element/Element_307.png	@Element_desc	30000_60008_1	1
14008	2	@ElementFighter	Element/Element_307.png	@Element_desc	30000_60008_1	1
14501	2	@ElementWinSong	Element/Element_308.png	@Element_desc	30000_60008_1	1
14502	2	@ElementBabarrianPow	Element/Element_307.png	@Element_desc	30000_60008_1	1
14503	2	@ElementWinHeart	Element/Element_308.png	@Element_desc	30000_60008_1	1
14504	2	@ElementArrogance	Element/Element_309.png	@Element_desc	30000_60008_1	1
14505	2	@ElementWarImprint	Element/Element_308.png	@Element_desc	30000_60008_1	1
14506	2	@ElementDeathSwear	Element/Element_309.png	@Element_desc	30000_60008_1	1
14507	2	@ElementKingArmor	Element/Element_307.png	@Element_desc	30000_60008_1	1
14508	2	@ElementFighter	Element/Element_307.png	@Element_desc	30000_60008_1	1
15001	2	@ElementWinSong	Element/Element_308.png	@Element_desc	30000_60008_1	1
15002	2	@ElementBabarrianPow	Element/Element_307.png	@Element_desc	30000_60008_1	1
15003	2	@ElementWinHeart	Element/Element_308.png	@Element_desc	30000_60008_1	1
15004	2	@ElementArrogance	Element/Element_309.png	@Element_desc	30000_60008_1	1
15005	2	@ElementWarImprint	Element/Element_308.png	@Element_desc	30000_60008_1	1
15006	2	@ElementDeathSwear	Element/Element_309.png	@Element_desc	30000_60008_1	1
15007	2	@ElementKingArmor	Element/Element_307.png	@Element_desc	30000_60008_1	1
15008	2	@ElementFighter	Element/Element_307.png	@Element_desc	30000_60008_1	1
15501	2	@ElementWinSong	Element/Element_308.png	@Element_desc	30000_60008_1	1
15502	2	@ElementBabarrianPow	Element/Element_307.png	@Element_desc	30000_60008_1	1
15503	2	@ElementWinHeart	Element/Element_308.png	@Element_desc	30000_60008_1	1
15504	2	@ElementArrogance	Element/Element_309.png	@Element_desc	30000_60008_1	1
15505	2	@ElementWarImprint	Element/Element_308.png	@Element_desc	30000_60008_1	1
15506	2	@ElementDeathSwear	Element/Element_309.png	@Element_desc	30000_60008_1	1
15507	2	@ElementKingArmor	Element/Element_307.png	@Element_desc	30000_60008_1	1
15508	2	@ElementFighter	Element/Element_307.png	@Element_desc	30000_60008_1	1
16001	2	@ElementWinSong	Element/Element_308.png	@Element_desc	30000_60008_1	1
16002	2	@ElementBabarrianPow	Element/Element_307.png	@Element_desc	30000_60008_1	1
16003	2	@ElementWinHeart	Element/Element_308.png	@Element_desc	30000_60008_1	1
16004	2	@ElementArrogance	Element/Element_309.png	@Element_desc	30000_60008_1	1
16005	2	@ElementWarImprint	Element/Element_308.png	@Element_desc	30000_60008_1	1
16006	2	@ElementDeathSwear	Element/Element_309.png	@Element_desc	30000_60008_1	1
16007	2	@ElementKingArmor	Element/Element_307.png	@Element_desc	30000_60008_1	1
16008	2	@ElementFighter	Element/Element_307.png	@Element_desc	30000_60008_1	1
16501	2	@ElementWinSong	Element/Element_308.png	@Element_desc	30000_60008_1	1
16502	2	@ElementBabarrianPow	Element/Element_307.png	@Element_desc	30000_60008_1	1
16503	2	@ElementWinHeart	Element/Element_308.png	@Element_desc	30000_60008_1	1
16504	2	@ElementArrogance	Element/Element_309.png	@Element_desc	30000_60008_1	1
16505	2	@ElementWarImprint	Element/Element_308.png	@Element_desc	30000_60008_1	1
16506	2	@ElementDeathSwear	Element/Element_309.png	@Element_desc	30000_60008_1	1
16507	2	@ElementKingArmor	Element/Element_307.png	@Element_desc	30000_60008_1	1
16508	2	@ElementFighter	Element/Element_307.png	@Element_desc	30000_60008_1	1
17001	2	@ElementWinSong	Element/Element_308.png	@Element_desc	30000_60008_1	1
17002	2	@ElementBabarrianPow	Element/Element_307.png	@Element_desc	30000_60008_1	1
17003	2	@ElementWinHeart	Element/Element_308.png	@Element_desc	30000_60008_1	1
17004	2	@ElementArrogance	Element/Element_309.png	@Element_desc	30000_60008_1	1
17005	2	@ElementWarImprint	Element/Element_308.png	@Element_desc	30000_60008_1	1
17006	2	@ElementDeathSwear	Element/Element_309.png	@Element_desc	30000_60008_1	1
17007	2	@ElementKingArmor	Element/Element_307.png	@Element_desc	30000_60008_1	1
17008	2	@ElementFighter	Element/Element_307.png	@Element_desc	30000_60008_1	1
17501	2	@ElementWinSong	Element/Element_308.png	@Element_desc	30000_60008_1	1
17502	2	@ElementBabarrianPow	Element/Element_307.png	@Element_desc	30000_60008_1	1
17503	2	@ElementWinHeart	Element/Element_308.png	@Element_desc	30000_60008_1	1
17504	2	@ElementArrogance	Element/Element_309.png	@Element_desc	30000_60008_1	1
17505	2	@ElementWarImprint	Element/Element_308.png	@Element_desc	30000_60008_1	1
17506	2	@ElementDeathSwear	Element/Element_309.png	@Element_desc	30000_60008_1	1
17507	2	@ElementKingArmor	Element/Element_307.png	@Element_desc	30000_60008_1	1
17508	2	@ElementFighter	Element/Element_307.png	@Element_desc	30000_60008_1	1
18001	2	@ElementWinSong	Element/Element_308.png	@Element_desc	30000_60008_1	1
18002	2	@ElementBabarrianPow	Element/Element_307.png	@Element_desc	30000_60008_1	1
18003	2	@ElementWinHeart	Element/Element_308.png	@Element_desc	30000_60008_1	1
18004	2	@ElementArrogance	Element/Element_309.png	@Element_desc	30000_60008_1	1
18005	2	@ElementWarImprint	Element/Element_308.png	@Element_desc	30000_60008_1	1
18006	2	@ElementDeathSwear	Element/Element_309.png	@Element_desc	30000_60008_1	1
18007	2	@ElementKingArmor	Element/Element_307.png	@Element_desc	30000_60008_1	1
18008	2	@ElementFighter	Element/Element_307.png	@Element_desc	30000_60008_1	1
20001	2	@ElementThunderBreath	Element/Element_303.png	@Element_desc	30000_60008_1	2
20002	2	@ElementFate	Element/Element_301.png	@Element_desc	30000_60008_1	2
20003	2	@ElementArrow	Element/Element_302.png	@Element_desc	30000_60008_1	2
20004	2	@ElementLucky	Element/Element_303.png	@Element_desc	30000_60008_1	2
20005	2	@ElementUneadgeArrow	Element/Element_301.png	@Element_desc	30000_60008_1	2
20006	2	@ElementCauseChain	Element/Element_302.png	@Element_desc	30000_60008_1	2
20007	2	@ElementPhynix	Element/Element_302.png	@Element_desc	30000_60008_1	2
20008	2	@ElementAlarm	Element/Element_301.png	@Element_desc	30000_60008_1	2
21001	2	@ElementThunderBreath	Element/Element_303.png	@Element_desc	30000_60008_1	2
21002	2	@ElementFate	Element/Element_301.png	@Element_desc	30000_60008_1	2
21003	2	@ElementArrow	Element/Element_302.png	@Element_desc	30000_60008_1	2
21004	2	@ElementLucky	Element/Element_303.png	@Element_desc	30000_60008_1	2
21005	2	@ElementUneadgeArrow	Element/Element_301.png	@Element_desc	30000_60008_1	2
21006	2	@ElementCauseChain	Element/Element_302.png	@Element_desc	30000_60008_1	2
21007	2	@ElementPhynix	Element/Element_302.png	@Element_desc	30000_60008_1	2
21008	2	@ElementAlarm	Element/Element_301.png	@Element_desc	30000_60008_1	2
22001	2	@ElementThunderBreath	Element/Element_303.png	@Element_desc	30000_60008_1	2
22002	2	@ElementFate	Element/Element_301.png	@Element_desc	30000_60008_1	2
22003	2	@ElementArrow	Element/Element_302.png	@Element_desc	30000_60008_1	2
22004	2	@ElementLucky	Element/Element_303.png	@Element_desc	30000_60008_1	2
22005	2	@ElementUneadgeArrow	Element/Element_301.png	@Element_desc	30000_60008_1	2
22006	2	@ElementCauseChain	Element/Element_302.png	@Element_desc	30000_60008_1	2
22007	2	@ElementPhynix	Element/Element_302.png	@Element_desc	30000_60008_1	2
22008	2	@ElementAlarm	Element/Element_301.png	@Element_desc	30000_60008_1	2
22501	2	@ElementThunderBreath	Element/Element_303.png	@Element_desc	30000_60008_1	2
22502	2	@ElementFate	Element/Element_301.png	@Element_desc	30000_60008_1	2
22503	2	@ElementArrow	Element/Element_302.png	@Element_desc	30000_60008_1	2
22504	2	@ElementLucky	Element/Element_303.png	@Element_desc	30000_60008_1	2
22505	2	@ElementUneadgeArrow	Element/Element_301.png	@Element_desc	30000_60008_1	2
22506	2	@ElementCauseChain	Element/Element_302.png	@Element_desc	30000_60008_1	2
22507	2	@ElementPhynix	Element/Element_302.png	@Element_desc	30000_60008_1	2
22508	2	@ElementAlarm	Element/Element_301.png	@Element_desc	30000_60008_1	2
23001	2	@ElementThunderBreath	Element/Element_303.png	@Element_desc	30000_60008_1	2
23002	2	@ElementFate	Element/Element_301.png	@Element_desc	30000_60008_1	2
23003	2	@ElementArrow	Element/Element_302.png	@Element_desc	30000_60008_1	2
23004	2	@ElementLucky	Element/Element_303.png	@Element_desc	30000_60008_1	2
23005	2	@ElementUneadgeArrow	Element/Element_301.png	@Element_desc	30000_60008_1	2
23006	2	@ElementCauseChain	Element/Element_302.png	@Element_desc	30000_60008_1	2
23007	2	@ElementPhynix	Element/Element_302.png	@Element_desc	30000_60008_1	2
23008	2	@ElementAlarm	Element/Element_301.png	@Element_desc	30000_60008_1	2
23501	2	@ElementThunderBreath	Element/Element_303.png	@Element_desc	30000_60008_1	2
23502	2	@ElementFate	Element/Element_301.png	@Element_desc	30000_60008_1	2
23503	2	@ElementArrow	Element/Element_302.png	@Element_desc	30000_60008_1	2
23504	2	@ElementLucky	Element/Element_303.png	@Element_desc	30000_60008_1	2
23505	2	@ElementUneadgeArrow	Element/Element_301.png	@Element_desc	30000_60008_1	2
23506	2	@ElementCauseChain	Element/Element_302.png	@Element_desc	30000_60008_1	2
23507	2	@ElementPhynix	Element/Element_302.png	@Element_desc	30000_60008_1	2
23508	2	@ElementAlarm	Element/Element_301.png	@Element_desc	30000_60008_1	2
24001	2	@ElementThunderBreath	Element/Element_303.png	@Element_desc	30000_60008_1	2
24002	2	@ElementFate	Element/Element_301.png	@Element_desc	30000_60008_1	2
24003	2	@ElementArrow	Element/Element_302.png	@Element_desc	30000_60008_1	2
24004	2	@ElementLucky	Element/Element_303.png	@Element_desc	30000_60008_1	2
24005	2	@ElementUneadgeArrow	Element/Element_301.png	@Element_desc	30000_60008_1	2
24006	2	@ElementCauseChain	Element/Element_302.png	@Element_desc	30000_60008_1	2
24007	2	@ElementPhynix	Element/Element_302.png	@Element_desc	30000_60008_1	2
24008	2	@ElementAlarm	Element/Element_301.png	@Element_desc	30000_60008_1	2
24501	2	@ElementThunderBreath	Element/Element_303.png	@Element_desc	30000_60008_1	2
24502	2	@ElementFate	Element/Element_301.png	@Element_desc	30000_60008_1	2
24503	2	@ElementArrow	Element/Element_302.png	@Element_desc	30000_60008_1	2
24504	2	@ElementLucky	Element/Element_303.png	@Element_desc	30000_60008_1	2
24505	2	@ElementUneadgeArrow	Element/Element_301.png	@Element_desc	30000_60008_1	2
24506	2	@ElementCauseChain	Element/Element_302.png	@Element_desc	30000_60008_1	2
24507	2	@ElementPhynix	Element/Element_302.png	@Element_desc	30000_60008_1	2
24508	2	@ElementAlarm	Element/Element_301.png	@Element_desc	30000_60008_1	2
25001	2	@ElementThunderBreath	Element/Element_303.png	@Element_desc	30000_60008_1	2
25002	2	@ElementFate	Element/Element_301.png	@Element_desc	30000_60008_1	2
25003	2	@ElementArrow	Element/Element_302.png	@Element_desc	30000_60008_1	2
25004	2	@ElementLucky	Element/Element_303.png	@Element_desc	30000_60008_1	2
25005	2	@ElementUneadgeArrow	Element/Element_301.png	@Element_desc	30000_60008_1	2
25006	2	@ElementCauseChain	Element/Element_302.png	@Element_desc	30000_60008_1	2
25007	2	@ElementPhynix	Element/Element_302.png	@Element_desc	30000_60008_1	2
25008	2	@ElementAlarm	Element/Element_301.png	@Element_desc	30000_60008_1	2
25501	2	@ElementThunderBreath	Element/Element_303.png	@Element_desc	30000_60008_1	2
25502	2	@ElementFate	Element/Element_301.png	@Element_desc	30000_60008_1	2
25503	2	@ElementArrow	Element/Element_302.png	@Element_desc	30000_60008_1	2
25504	2	@ElementLucky	Element/Element_303.png	@Element_desc	30000_60008_1	2
25505	2	@ElementUneadgeArrow	Element/Element_301.png	@Element_desc	30000_60008_1	2
25506	2	@ElementCauseChain	Element/Element_302.png	@Element_desc	30000_60008_1	2
25507	2	@ElementPhynix	Element/Element_302.png	@Element_desc	30000_60008_1	2
25508	2	@ElementAlarm	Element/Element_301.png	@Element_desc	30000_60008_1	2
26001	2	@ElementThunderBreath	Element/Element_303.png	@Element_desc	30000_60008_1	2
26002	2	@ElementFate	Element/Element_301.png	@Element_desc	30000_60008_1	2
26003	2	@ElementArrow	Element/Element_302.png	@Element_desc	30000_60008_1	2
26004	2	@ElementLucky	Element/Element_303.png	@Element_desc	30000_60008_1	2
26005	2	@ElementUneadgeArrow	Element/Element_301.png	@Element_desc	30000_60008_1	2
26006	2	@ElementCauseChain	Element/Element_302.png	@Element_desc	30000_60008_1	2
26007	2	@ElementPhynix	Element/Element_302.png	@Element_desc	30000_60008_1	2
26008	2	@ElementAlarm	Element/Element_301.png	@Element_desc	30000_60008_1	2
26501	2	@ElementThunderBreath	Element/Element_303.png	@Element_desc	30000_60008_1	2
26502	2	@ElementFate	Element/Element_301.png	@Element_desc	30000_60008_1	2
26503	2	@ElementArrow	Element/Element_302.png	@Element_desc	30000_60008_1	2
26504	2	@ElementLucky	Element/Element_303.png	@Element_desc	30000_60008_1	2
26505	2	@ElementUneadgeArrow	Element/Element_301.png	@Element_desc	30000_60008_1	2
26506	2	@ElementCauseChain	Element/Element_302.png	@Element_desc	30000_60008_1	2
26507	2	@ElementPhynix	Element/Element_302.png	@Element_desc	30000_60008_1	2
26508	2	@ElementAlarm	Element/Element_301.png	@Element_desc	30000_60008_1	2
27001	2	@ElementThunderBreath	Element/Element_303.png	@Element_desc	30000_60008_1	2
27002	2	@ElementFate	Element/Element_301.png	@Element_desc	30000_60008_1	2
27003	2	@ElementArrow	Element/Element_302.png	@Element_desc	30000_60008_1	2
27004	2	@ElementLucky	Element/Element_303.png	@Element_desc	30000_60008_1	2
27005	2	@ElementUneadgeArrow	Element/Element_301.png	@Element_desc	30000_60008_1	2
27006	2	@ElementCauseChain	Element/Element_302.png	@Element_desc	30000_60008_1	2
27007	2	@ElementPhynix	Element/Element_302.png	@Element_desc	30000_60008_1	2
27008	2	@ElementAlarm	Element/Element_301.png	@Element_desc	30000_60008_1	2
27501	2	@ElementThunderBreath	Element/Element_303.png	@Element_desc	30000_60008_1	2
27502	2	@ElementFate	Element/Element_301.png	@Element_desc	30000_60008_1	2
27503	2	@ElementArrow	Element/Element_302.png	@Element_desc	30000_60008_1	2
27504	2	@ElementLucky	Element/Element_303.png	@Element_desc	30000_60008_1	2
27505	2	@ElementUneadgeArrow	Element/Element_301.png	@Element_desc	30000_60008_1	2
27506	2	@ElementCauseChain	Element/Element_302.png	@Element_desc	30000_60008_1	2
27507	2	@ElementPhynix	Element/Element_302.png	@Element_desc	30000_60008_1	2
27508	2	@ElementAlarm	Element/Element_301.png	@Element_desc	30000_60008_1	2
28001	2	@ElementThunderBreath	Element/Element_303.png	@Element_desc	30000_60008_1	2
28002	2	@ElementFate	Element/Element_301.png	@Element_desc	30000_60008_1	2
28003	2	@ElementArrow	Element/Element_302.png	@Element_desc	30000_60008_1	2
28004	2	@ElementLucky	Element/Element_303.png	@Element_desc	30000_60008_1	2
28005	2	@ElementUneadgeArrow	Element/Element_301.png	@Element_desc	30000_60008_1	2
28006	2	@ElementCauseChain	Element/Element_302.png	@Element_desc	30000_60008_1	2
28007	2	@ElementPhynix	Element/Element_302.png	@Element_desc	30000_60008_1	2
28008	2	@ElementAlarm	Element/Element_301.png	@Element_desc	30000_60008_1	2
30001	2	@ElementTriPow	Element/Element_204.png	@Element_desc	30000_60008_1	3
30002	2	@ElementSong	Element/Element_201.png	@Element_desc	30000_60008_1	3
30003	2	@ElementAge	Element/Element_304.png	@Element_desc	30000_60008_1	3
30004	2	@ElementInnocence	Element/Element_306.png	@Element_desc	30000_60008_1	3
30005	2	@ElementProtect	Element/Element_304.png	@Element_desc	30000_60008_1	3
30006	2	@ElementEarth	Element/Element_305.png	@Element_desc	30000_60008_1	3
30007	2	@ElementIllusion	Element/Element_306.png	@Element_desc	30000_60008_1	3
30008	2	@ElementEye	Element/Element_305.png	@Element_desc	30000_60008_1	3
31001	2	@ElementTriPow	Element/Element_204.png	@Element_desc	30000_60008_1	3
31002	2	@ElementSong	Element/Element_201.png	@Element_desc	30000_60008_1	3
31003	2	@ElementAge	Element/Element_304.png	@Element_desc	30000_60008_1	3
31004	2	@ElementInnocence	Element/Element_306.png	@Element_desc	30000_60008_1	3
31005	2	@ElementProtect	Element/Element_304.png	@Element_desc	30000_60008_1	3
31006	2	@ElementEarth	Element/Element_305.png	@Element_desc	30000_60008_1	3
31007	2	@ElementIllusion	Element/Element_306.png	@Element_desc	30000_60008_1	3
31008	2	@ElementEye	Element/Element_305.png	@Element_desc	30000_60008_1	3
32001	2	@ElementTriPow	Element/Element_204.png	@Element_desc	30000_60008_1	3
32002	2	@ElementSong	Element/Element_201.png	@Element_desc	30000_60008_1	3
32003	2	@ElementAge	Element/Element_304.png	@Element_desc	30000_60008_1	3
32004	2	@ElementInnocence	Element/Element_306.png	@Element_desc	30000_60008_1	3
32005	2	@ElementProtect	Element/Element_304.png	@Element_desc	30000_60008_1	3
32006	2	@ElementEarth	Element/Element_305.png	@Element_desc	30000_60008_1	3
32007	2	@ElementIllusion	Element/Element_306.png	@Element_desc	30000_60008_1	3
32008	2	@ElementEye	Element/Element_305.png	@Element_desc	30000_60008_1	3
32501	2	@ElementTriPow	Element/Element_204.png	@Element_desc	30000_60008_1	3
32502	2	@ElementSong	Element/Element_201.png	@Element_desc	30000_60008_1	3
32503	2	@ElementAge	Element/Element_304.png	@Element_desc	30000_60008_1	3
32504	2	@ElementInnocence	Element/Element_306.png	@Element_desc	30000_60008_1	3
32505	2	@ElementProtect	Element/Element_304.png	@Element_desc	30000_60008_1	3
32506	2	@ElementEarth	Element/Element_305.png	@Element_desc	30000_60008_1	3
32507	2	@ElementIllusion	Element/Element_306.png	@Element_desc	30000_60008_1	3
32508	2	@ElementEye	Element/Element_305.png	@Element_desc	30000_60008_1	3
33001	2	@ElementTriPow	Element/Element_204.png	@Element_desc	30000_60008_1	3
33002	2	@ElementSong	Element/Element_201.png	@Element_desc	30000_60008_1	3
33003	2	@ElementAge	Element/Element_304.png	@Element_desc	30000_60008_1	3
33004	2	@ElementInnocence	Element/Element_306.png	@Element_desc	30000_60008_1	3
33005	2	@ElementProtect	Element/Element_304.png	@Element_desc	30000_60008_1	3
33006	2	@ElementEarth	Element/Element_305.png	@Element_desc	30000_60008_1	3
33007	2	@ElementIllusion	Element/Element_306.png	@Element_desc	30000_60008_1	3
33008	2	@ElementEye	Element/Element_305.png	@Element_desc	30000_60008_1	3
33501	2	@ElementTriPow	Element/Element_204.png	@Element_desc	30000_60008_1	3
33502	2	@ElementSong	Element/Element_201.png	@Element_desc	30000_60008_1	3
33503	2	@ElementAge	Element/Element_304.png	@Element_desc	30000_60008_1	3
33504	2	@ElementInnocence	Element/Element_306.png	@Element_desc	30000_60008_1	3
33505	2	@ElementProtect	Element/Element_304.png	@Element_desc	30000_60008_1	3
33506	2	@ElementEarth	Element/Element_305.png	@Element_desc	30000_60008_1	3
33507	2	@ElementIllusion	Element/Element_306.png	@Element_desc	30000_60008_1	3
33508	2	@ElementEye	Element/Element_305.png	@Element_desc	30000_60008_1	3
34001	2	@ElementTriPow	Element/Element_204.png	@Element_desc	30000_60008_1	3
34002	2	@ElementSong	Element/Element_201.png	@Element_desc	30000_60008_1	3
34003	2	@ElementAge	Element/Element_304.png	@Element_desc	30000_60008_1	3
34004	2	@ElementInnocence	Element/Element_306.png	@Element_desc	30000_60008_1	3
34005	2	@ElementProtect	Element/Element_304.png	@Element_desc	30000_60008_1	3
34006	2	@ElementEarth	Element/Element_305.png	@Element_desc	30000_60008_1	3
34007	2	@ElementIllusion	Element/Element_306.png	@Element_desc	30000_60008_1	3
34008	2	@ElementEye	Element/Element_305.png	@Element_desc	30000_60008_1	3
34501	2	@ElementTriPow	Element/Element_204.png	@Element_desc	30000_60008_1	3
34502	2	@ElementSong	Element/Element_201.png	@Element_desc	30000_60008_1	3
34503	2	@ElementAge	Element/Element_304.png	@Element_desc	30000_60008_1	3
34504	2	@ElementInnocence	Element/Element_306.png	@Element_desc	30000_60008_1	3
34505	2	@ElementProtect	Element/Element_304.png	@Element_desc	30000_60008_1	3
34506	2	@ElementEarth	Element/Element_305.png	@Element_desc	30000_60008_1	3
34507	2	@ElementIllusion	Element/Element_306.png	@Element_desc	30000_60008_1	3
34508	2	@ElementEye	Element/Element_305.png	@Element_desc	30000_60008_1	3
35001	2	@ElementTriPow	Element/Element_204.png	@Element_desc	30000_60008_1	3
35002	2	@ElementSong	Element/Element_201.png	@Element_desc	30000_60008_1	3
35003	2	@ElementAge	Element/Element_304.png	@Element_desc	30000_60008_1	3
35004	2	@ElementInnocence	Element/Element_306.png	@Element_desc	30000_60008_1	3
35005	2	@ElementProtect	Element/Element_304.png	@Element_desc	30000_60008_1	3
35006	2	@ElementEarth	Element/Element_305.png	@Element_desc	30000_60008_1	3
