id	职业(profession)	等级(level）	名字(name)	技能(skills)	怪物头像路径	怪物类型	spineId	半身像	spine	spineScale	offset	is镜像
37	2001	18	@Monster_37	0	monster/M_4_03.png	0	0	HalfBody/monster/Monster_02.png	0	1	0,0	0
38	2001	19	@Monster_38	0	monster/M_4_04.png	0	0	HalfBody/monster/Monster_03.png	0	1	0,0	0
39	2001	20	@Monster_39	0	monster/M_4_04.png	0	0	HalfBody/monster/Monster_04.png	0	1	0,0	0
40	2001	19	@Monster_40	0	monster/M_5_08.png	0	0	HalfBody/monster/Monster_05.png	0	1	0,0	0
41	2001	20	@Monster_41	0	monster/M_5_08.png	0	0	HalfBody/monster/Monster_01.png	0	1	0,0	0
42	2001	21	@Monster_42	0	monster/M_5_06.png	0	0	HalfBody/monster/Monster_02.png	0	1	0,0	0
43	2001	22	@Monster_43	0	monster/M_5_06.png	0	0	HalfBody/monster/Monster_03.png	0	1	0,0	0
44	2001	21	@Monster_44	0	monster/M_1_07.png	0	0	HalfBody/monster/Monster_04.png	0	1	0,0	0
45	2001	22	@Monster_45	0	monster/M_1_07.png	0	0	HalfBody/monster/Monster_05.png	0	1	0,0	0
46	2001	23	@Monster_46	0	monster/M_1_08.png	0	0	HalfBody/monster/Monster_01.png	0	1	0,0	0
47	2001	24	@Monster_47	0	monster/M_1_06.png	0	0	HalfBody/monster/Monster_02.png	0	1	0,0	0
48	2001	23	@Monster_48	0	monster/M_4_07.png	0	0	HalfBody/monster/Monster_03.png	0	1	0,0	0
49	2001	24	@Monster_49	0	monster/M_4_07.png	0	0	HalfBody/monster/Monster_04.png	0	1	0,0	0
50	2001	25	@Monster_50	0	monster/M_4_08.png	0	0	HalfBody/monster/Monster_05.png	0	1	0,0	0
51	2001	26	@Monster_51	0	monster/M_4_06.png	0	0	HalfBody/monster/Monster_01.png	0	1	0,0	0
52	2001	25	@Monster_52	0	monster/M_3_07.png	0	0	HalfBody/monster/Monster_02.png	0	1	0,0	0
53	2001	26	@Monster_53	0	monster/M_3_07.png	0	0	HalfBody/monster/Monster_03.png	0	1	0,0	0
54	2001	27	@Monster_54	0	monster/M_3_08.png	0	0	HalfBody/monster/Monster_04.png	0	1	0,0	0
55	2001	28	@Monster_55	0	monster/M_3_06.png	0	0	HalfBody/monster/Monster_05.png	0	1	0,0	0
56	2001	27	@Monster_56	0	monster/M_2_08.png	0	0	HalfBody/monster/Monster_01.png	0	1	0,0	0
57	2001	28	@Monster_57	0	monster/M_2_06.png	0	0	HalfBody/monster/Monster_02.png	0	1	0,0	0
58	2001	29	@Monster_58	0	monster/M_2_08.png	0	0	HalfBody/monster/Monster_03.png	0	1	0,0	0
59	2001	30	@Monster_59	0	monster/M_2_09.png	0	0	HalfBody/monster/Monster_04.png	0	1	0,0	0
60	2001	29	@Monster_60	0	monster/M_3_01.png	0	0	HalfBody/monster/Monster_05.png	0	1	0,0	0
61	2001	30	@Monster_61	0	monster/M_3_02.png	0	0	HalfBody/monster/Monster_01.png	0	1	0,0	0
62	2001	31	@Monster_62	0	monster/M_3_04.png	0	0	HalfBody/monster/Monster_02.png	0	1	0,0	0
63	2001	32	@Monster_63	0	monster/M_3_03.png	0	0	HalfBody/monster/Monster_03.png	0	1	0,0	0
64	2001	31	@Monster_64	0	monster/M_1_07.png	0	0	HalfBody/monster/Monster_04.png	0	1	0,0	0
65	2001	32	@Monster_65	0	monster/M_1_07.png	0	0	HalfBody/monster/Monster_05.png	0	1	0,0	0
66	2001	33	@Monster_66	0	monster/M_1_06.png	0	0	HalfBody/monster/Monster_01.png	0	1	0,0	0
67	2001	34	@Monster_67	0	monster/M_1_06.png	0	0	HalfBody/monster/Monster_02.png	0	1	0,0	0
68	2001	33	@Monster_68	0	monster/M_2_07.png	0	0	HalfBody/monster/Monster_03.png	0	1	0,0	0
69	2001	34	@Monster_69	0	monster/M_2_04.png	0	0	HalfBody/monster/Monster_04.png	0	1	0,0	0
70	2001	35	@Monster_70	0	monster/M_2_07.png	0	0	HalfBody/monster/Monster_05.png	0	1	0,0	0
71	2001	36	@Monster_71	0	monster/M_2_08.png	0	0	HalfBody/monster/Monster_01.png	0	1	0,0	0
72	2001	35	@Monster_72	0	monster/M_5_05.png	0	0	HalfBody/monster/Monster_02.png	0	1	0,0	0
73	2001	36	@Monster_73	0	monster/M_5_07.png	0	0	HalfBody/monster/Monster_03.png	0	1	0,0	0
74	2001	37	@Monster_74	0	monster/M_5_08.png	0	0	HalfBody/monster/Monster_04.png	0	1	0,0	0
75	2001	38	@Monster_75	0	monster/M_5_05.png	0	0	HalfBody/monster/Monster_05.png	0	1	0,0	0
76	2001	37	@Monster_76	0	monster/M_2_07.png	0	0	HalfBody/monster/Monster_01.png	0	1	0,0	0
77	2001	38	@Monster_77	0	monster/M_2_04.png	0	0	HalfBody/monster/Monster_02.png	0	1	0,0	0
78	2001	39	@Monster_78	0	monster/M_2_07.png	0	0	HalfBody/monster/Monster_03.png	0	1	0,0	0
79	2001	40	@Monster_79	0	monster/M_2_06.png	0	0	HalfBody/monster/Monster_04.png	0	1	0,0	0
80	2001	39	@Monster_80	0	monster/M_4_07.png	0	0	HalfBody/monster/Monster_05.png	0	1	0,0	0
81	2001	40	@Monster_81	0	monster/M_4_04.png	0	0	HalfBody/monster/Monster_01.png	0	1	0,0	0
82	2001	41	@Monster_82	0	monster/M_4_03.png	0	0	HalfBody/monster/Monster_02.png	0	1	0,0	0
83	2001	42	@Monster_83	0	monster/M_4_08.png	0	0	HalfBody/monster/Monster_03.png	0	1	0,0	0
84	2001	41	@Monster_84	0	monster/M_2_07.png	0	0	HalfBody/monster/Monster_04.png	0	1	0,0	0
85	2001	42	@Monster_85	0	monster/M_2_04.png	0	0	HalfBody/monster/Monster_05.png	0	1	0,0	0
86	2001	43	@Monster_86	0	monster/M_2_08.png	0	0	HalfBody/monster/Monster_01.png	0	1	0,0	0
87	2001	44	@Monster_87	0	monster/M_2_08.png	0	0	HalfBody/monster/Monster_02.png	0	1	0,0	0
88	2001	43	@Monster_88	0	monster/M_3_06.png	0	0	HalfBody/monster/Monster_03.png	0	1	0,0	0
89	2001	44	@Monster_89	0	monster/M_3_09.png	0	0	HalfBody/monster/Monster_04.png	0	1	0,0	0
90	2001	45	@Monster_90	0	monster/M_3_04.png	0	0	HalfBody/monster/Monster_05.png	0	1	0,0	0
91	2001	46	@Monster_91	0	monster/M_3_07.png	0	0	HalfBody/monster/Monster_01.png	0	1	0,0	0
92	2001	45	@Monster_92	0	monster/M_1_07.png	0	0	HalfBody/monster/Monster_02.png	0	1	0,0	0
93	2001	46	@Monster_93	0	monster/M_1_04.png	0	0	HalfBody/monster/Monster_03.png	0	1	0,0	0
94	2001	47	@Monster_94	0	monster/M_1_04.png	0	0	HalfBody/monster/Monster_04.png	0	1	0,0	0
95	2001	48	@Monster_95	0	monster/M_1_08.png	0	0	HalfBody/monster/Monster_05.png	0	1	0,0	0
96	2001	47	@Monster_96	0	monster/M_1_07.png	0	0	HalfBody/monster/Monster_01.png	0	1	0,0	0
97	2001	48	@Monster_97	0	monster/M_1_04.png	0	0	HalfBody/monster/Monster_02.png	0	1	0,0	0
98	2001	49	@Monster_98	0	monster/M_1_06.png	0	0	HalfBody/monster/Monster_03.png	0	1	0,0	0
99	2001	50	@Monster_99	0	monster/M_1_08.png	0	0	HalfBody/monster/Monster_04.png	0	1	0,0	0
100	2001	49	@Monster_100	0	monster/M_3_07.png	0	0	HalfBody/monster/Monster_05.png	0	1	0,0	0
101	2001	50	@Monster_101	0	monster/M_3_07.png	0	0	HalfBody/monster/Monster_01.png	0	1	0,0	0
102	2001	51	@Monster_102	0	monster/M_3_08.png	0	0	HalfBody/monster/Monster_02.png	0	1	0,0	0
103	2001	52	@Monster_103	0	monster/M_3_08.png	0	0	HalfBody/monster/Monster_03.png	0	1	0,0	0
104	2001	51	@Monster_104	0	monster/M_2_08.png	0	0	HalfBody/monster/Monster_04.png	0	1	0,0	0
105	2001	52	@Monster_105	0	monster/M_2_06.png	0	0	HalfBody/monster/Monster_05.png	0	1	0,0	0
106	2001	53	@Monster_106	0	monster/M_2_06.png	0	0	HalfBody/monster/Monster_01.png	0	1	0,0	0
107	2001	54	@Monster_107	0	monster/M_2_09.png	0	0	HalfBody/monster/Monster_02.png	0	1	0,0	0
108	2001	53	@Monster_108	0	monster/M_4_07.png	0	0	HalfBody/monster/Monster_03.png	0	1	0,0	0
109	2001	54	@Monster_109	0	monster/M_4_07.png	0	0	HalfBody/monster/Monster_04.png	0	1	0,0	0
110	2001	55	@Monster_110	0	monster/M_4_06.png	0	0	HalfBody/monster/Monster_05.png	0	1	0,0	0
111	2001	56	@Monster_111	0	monster/M_4_06.png	0	0	HalfBody/monster/Monster_01.png	0	1	0,0	0
112	2001	55	@Monster_112	0	monster/M_1_04.png	0	0	HalfBody/monster/Monster_02.png	0	1	0,0	0
113	2001	56	@Monster_113	0	monster/M_1_04.png	0	0	HalfBody/monster/Monster_03.png	0	1	0,0	0
114	2001	57	@Monster_114	0	monster/M_1_08.png	0	0	HalfBody/monster/Monster_04.png	0	1	0,0	0
115	2001	58	@Monster_115	0	monster/M_1_08.png	0	0	HalfBody/monster/Monster_05.png	0	1	0,0	0
116	2001	57	@Monster_116	0	monster/M_4_07.png	0	0	HalfBody/monster/Monster_01.png	0	1	0,0	0
117	2001	58	@Monster_117	0	monster/M_4_07.png	0	0	HalfBody/monster/Monster_02.png	0	1	0,0	0
118	2001	59	@Monster_118	0	monster/M_4_06.png	0	0	HalfBody/monster/Monster_03.png	0	1	0,0	0
119	2001	60	@Monster_119	0	monster/M_4_04.png	0	0	HalfBody/monster/Monster_04.png	0	1	0,0	0
120	2001	59	@Monster_120	0	monster/M_1_06.png	0	0	HalfBody/monster/Monster_05.png	0	1	0,0	0
121	2001	60	@Monster_121	0	monster/M_1_08.png	0	0	HalfBody/monster/Monster_01.png	0	1	0,0	0
122	2001	61	@Monster_122	0	monster/M_1_04.png	0	0	HalfBody/monster/Monster_02.png	0	1	0,0	0
123	2001	62	@Monster_123	0	monster/M_1_08.png	0	0	HalfBody/monster/Monster_03.png	0	1	0,0	0
124	2001	61	@Monster_124	0	monster/M_4_07.png	0	0	HalfBody/monster/Monster_04.png	0	1	0,0	0
125	2001	62	@Monster_125	0	monster/M_4_08.png	0	0	HalfBody/monster/Monster_05.png	0	1	0,0	0
126	2001	63	@Monster_126	0	monster/M_4_04.png	0	0	HalfBody/monster/Monster_01.png	0	1	0,0	0
127	2001	64	@Monster_127	0	monster/M_4_07.png	0	0	HalfBody/monster/Monster_02.png	0	1	0,0	0
128	2001	63	@Monster_128	0	monster/M_4_07.png	0	0	HalfBody/monster/Monster_03.png	0	1	0,0	0
129	2001	64	@Monster_129	0	monster/M_4_08.png	0	0	HalfBody/monster/Monster_04.png	0	1	0,0	0
130	2001	65	@Monster_130	0	monster/M_4_08.png	0	0	HalfBody/monster/Monster_05.png	0	1	0,0	0
131	2001	66	@Monster_131	0	monster/M_4_09.png	0	0	HalfBody/monster/Monster_01.png	0	1	0,0	0
132	2001	65	@Monster_132	0	monster/M_4_07.png	0	0	HalfBody/monster/Monster_02.png	0	1	0,0	0
133	2001	66	@Monster_133	0	monster/M_4_08.png	0	0	HalfBody/monster/Monster_03.png	0	1	0,0	0
134	2001	67	@Monster_134	0	monster/M_4_08.png	0	0	HalfBody/monster/Monster_04.png	0	1	0,0	0
135	2001	68	@Monster_135	0	monster/M_4_09.png	0	0	HalfBody/monster/Monster_05.png	0	1	0,0	0
136	2001	67	@Monster_136	0	monster/M_3_01.png	0	0	HalfBody/monster/Monster_01.png	0	1	0,0	0
137	2001	68	@Monster_137	0	monster/M_3_02.png	0	0	HalfBody/monster/Monster_02.png	0	1	0,0	0
138	2001	69	@Monster_138	0	monster/M_3_03.png	0	0	HalfBody/monster/Monster_03.png	0	1	0,0	0
139	2001	70	@Monster_139	0	monster/M_3_08.png	0	0	HalfBody/monster/Monster_04.png	0	1	0,0	0
140	2001	69	@Monster_140	0	monster/M_4_04.png	0	0	HalfBody/monster/Monster_05.png	0	1	0,0	0
141	2001	70	@Monster_141	0	monster/M_4_04.png	0	0	HalfBody/monster/Monster_01.png	0	1	0,0	0
142	2001	71	@Monster_142	0	monster/M_4_08.png	0	0	HalfBody/monster/Monster_02.png	0	1	0,0	0
143	2001	72	@Monster_143	0	monster/M_4_08.png	0	0	HalfBody/monster/Monster_03.png	0	1	0,0	0
144	2001	71	@Monster_144	0	monster/M_4_07.png	0	0	HalfBody/monster/Monster_04.png	0	1	0,0	0
145	2001	72	@Monster_145	0	monster/M_4_06.png	0	0	HalfBody/monster/Monster_05.png	0	1	0,0	0
146	2001	73	@Monster_146	0	monster/M_4_06.png	0	0	HalfBody/monster/Monster_01.png	0	1	0,0	0
147	2001	74	@Monster_147	0	monster/M_4_08.png	0	0	HalfBody/monster/Monster_02.png	0	1	0,0	0
148	2001	73	@Monster_148	0	monster/M_4_06.png	0	0	HalfBody/monster/Monster_03.png	0	1	0,0	0
149	2001	74	@Monster_149	0	monster/M_4_04.png	0	0	HalfBody/monster/Monster_04.png	0	1	0,0	0
150	2001	75	@Monster_150	0	monster/M_4_09.png	0	0	HalfBody/monster/Monster_05.png	0	1	0,0	0
151	2001	76	@Monster_151	0	monster/M_4_09.png	0	0	HalfBody/monster/Monster_01.png	0	1	0,0	0
152	2001	75	@Monster_152	0	monster/M_4_06.png	0	0	HalfBody/monster/Monster_02.png	0	1	0,0	0
153	2001	76	@Monster_153	0	monster/M_4_08.png	0	0	HalfBody/monster/Monster_03.png	0	1	0,0	0
154	2001	77	@Monster_154	0	monster/M_4_08.png	0	0	HalfBody/monster/Monster_04.png	0	1	0,0	0
155	2001	78	@Monster_155	0	monster/M_4_08.png	0	0	HalfBody/monster/Monster_05.png	0	1	0,0	0
156	2001	77	@Monster_156	0	monster/M_3_07.png	0	0	HalfBody/monster/Monster_01.png	0	1	0,0	0
157	2001	78	@Monster_157	0	monster/M_3_04.png	0	0	HalfBody/monster/Monster_02.png	0	1	0,0	0
158	2001	79	@Monster_158	0	monster/M_3_09.png	0	0	HalfBody/monster/Monster_03.png	0	1	0,0	0
159	2001	80	@Monster_159	0	monster/M_3_09.png	0	0	HalfBody/monster/Monster_04.png	0	1	0,0	0
160	2001	79	@Monster_160	0	monster/M_4_07.png	0	0	HalfBody/monster/Monster_05.png	0	1	0,0	0
161	2001	80	@Monster_161	0	monster/M_4_04.png	0	0	HalfBody/monster/Monster_01.png	0	1	0,0	0
162	2001	81	@Monster_162	0	monster/M_4_06.png	0	0	HalfBody/monster/Monster_02.png	0	1	0,0	0
163	2001	82	@Monster_163	0	monster/M_4_08.png	0	0	HalfBody/monster/Monster_03.png	0	1	0,0	0
164	2001	81	@Monster_164	0	monster/M_4_07.png	0	0	HalfBody/monster/Monster_04.png	0	1	0,0	0
165	2001	82	@Monster_165	0	monster/M_4_09.png	0	0	HalfBody/monster/Monster_05.png	0	1	0,0	0
166	2001	83	@Monster_166	0	monster/M_4_06.png	0	0	HalfBody/monster/Monster_01.png	0	1	0,0	0
167	2001	84	@Monster_167	0	monster/M_4_08.png	0	0	HalfBody/monster/Monster_02.png	0	1	0,0	0
168	2001	82	@Monster_168	0	monster/M_4_07.png	0	0	HalfBody/monster/Monster_03.png	0	1	0,0	0
169	2001	83	@Monster_169	0	monster/M_4_08.png	0	0	HalfBody/monster/Monster_04.png	0	1	0,0	0
170	2001	84	@Monster_170	0	monster/M_4_06.png	0	0	HalfBody/monster/Monster_05.png	0	1	0,0	0
171	2001	85	@Monster_171	0	monster/M_4_08.png	0	0	HalfBody/monster/Monster_01.png	0	1	0,0	0
172	2001	83	@Monster_172	0	monster/M_5_01.png	0	0	HalfBody/monster/Monster_02.png	0	1	0,0	0
173	2001	84	@Monster_173	0	monster/M_5_03.png	0	0	HalfBody/monster/Monster_03.png	0	1	0,0	0
174	2001	85	@Monster_174	0	monster/M_5_08.png	0	0	HalfBody/monster/Monster_04.png	0	1	0,0	0
175	2001	85	@Monster_175	0	monster/M_5_06.png	0	0	HalfBody/monster/Monster_05.png	0	1	0,0	0
176	2001	84	@Monster_176	0	monster/M_3_01.png	0	0	HalfBody/monster/Monster_01.png	0	1	0,0	0
177	2001	84	@Monster_177	0	monster/M_3_04.png	0	0	HalfBody/monster/Monster_02.png	0	1	0,0	0
178	2001	85	@Monster_178	0	monster/M_3_05.png	0	0	HalfBody/monster/Monster_03.png	0	1	0,0	0
179	2001	86	@Monster_179	0	monster/M_3_09.png	0	0	HalfBody/monster/Monster_04.png	0	1	0,0	0
180	2001	85	@Monster_180	0	monster/M_1_03.png	0	0	HalfBody/monster/Monster_05.png	0	1	0,0	0
181	2001	86	@Monster_181	0	monster/M_1_04.png	0	0	HalfBody/monster/Monster_01.png	0	1	0,0	0
182	2001	87	@Monster_182	0	monster/M_1_07.png	0	0	HalfBody/monster/Monster_02.png	0	1	0,0	0
183	2001	87	@Monster_183	0	monster/M_1_07.png	0	0	HalfBody/monster/Monster_03.png	0	1	0,0	0
184	2001	87	@Monster_184	0	monster/M_1_09.png	0	0	HalfBody/monster/Monster_04.png	0	1	0,0	0
185	2001	87	@Monster_185	0	monster/M_1_06.png	0	0	HalfBody/monster/Monster_05.png	0	1	0,0	0
186	2001	88	@Monster_186	0	monster/M_1_05.png	0	0	HalfBody/monster/Monster_01.png	0	1	0,0	0
187	2001	89	@Monster_187	0	monster/M_1_09.png	0	0	HalfBody/monster/Monster_02.png	0	1	0,0	0
188	2001	88	@Monster_188	0	monster/M_3_01.png	0	0	HalfBody/monster/Monster_03.png	0	1	0,0	0
189	2001	88	@Monster_189	0	monster/M_3_07.png	0	0	HalfBody/monster/Monster_04.png	0	1	0,0	0
190	2001	88	@Monster_190	0	monster/M_3_06.png	0	0	HalfBody/monster/Monster_05.png	0	1	0,0	0
191	2001	89	@Monster_191	0	monster/M_3_08.png	0	0	HalfBody/monster/Monster_01.png	0	1	0,0	0
192	2001	89	@Monster_192	0	monster/M_3_03.png	0	0	HalfBody/monster/Monster_02.png	0	1	0,0	0
193	2001	89	@Monster_193	0	monster/M_3_04.png	0	0	HalfBody/monster/Monster_03.png	0	1	0,0	0
194	2001	89	@Monster_194	0	monster/M_3_06.png	0	0	HalfBody/monster/Monster_04.png	0	1	0,0	0
195	2001	90	@Monster_195	0	monster/M_3_09.png	0	0	HalfBody/monster/Monster_05.png	0	1	0,0	0
196	2001	89	@Monster_196	0	monster/M_5_06.png	0	0	HalfBody/monster/Monster_01.png	0	1	0,0	0
197	2001	89	@Monster_197	0	monster/M_5_04.png	0	0	HalfBody/monster/Monster_02.png	0	1	0,0	0
198	2001	90	@Monster_198	0	monster/M_5_06.png	0	0	HalfBody/monster/Monster_03.png	0	1	0,0	0
199	2001	91	@Monster_199	0	monster/M_5_08.png	0	0	HalfBody/monster/Monster_04.png	0	1	0,0	0
200	2001	90	@Monster_200	0	monster/M_3_04.png	0	0	HalfBody/monster/Monster_05.png	0	1	0,0	0
201	2001	90	@Monster_201	0	monster/M_3_06.png	0	0	HalfBody/monster/Monster_01.png	0	1	0,0	0
202	2001	91	@Monster_202	0	monster/M_3_07.png	0	0	HalfBody/monster/Monster_02.png	0	1	0,0	0
203	2001	91	@Monster_203	0	monster/M_3_09.png	0	0	HalfBody/monster/Monster_03.png	0	1	0,0	0
204	2001	91	@Monster_204	0	monster/M_5_02.png	0	0	HalfBody/monster/Monster_04.png	0	1	0,0	0
205	2001	91	@Monster_205	0	monster/M_5_09.png	0	0	HalfBody/monster/Monster_05.png	0	1	0,0	0
206	2001	91	@Monster_206	0	monster/M_5_06.png	0	0	HalfBody/monster/Monster_01.png	0	1	0,0	0
207	2001	92	@Monster_207	0	monster/M_5_08.png	0	0	HalfBody/monster/Monster_02.png	0	1	0,0	0
208	2001	91	@Monster_208	0	monster/M_5_07.png	0	0	HalfBody/monster/Monster_03.png	0	1	0,0	0
209	2001	91	@Monster_209	0	monster/M_5_04.png	0	0	HalfBody/monster/Monster_04.png	0	1	0,0	0
210	2001	92	@Monster_210	0	monster/M_5_06.png	0	0	HalfBody/monster/Monster_05.png	0	1	0,0	0
211	2001	93	@Monster_211	0	monster/M_5_08.png	0	0	HalfBody/monster/Monster_01.png	0	1	0,0	0
212	2001	92	@Monster_212	0	monster/M_3_07.png	0	0	HalfBody/monster/Monster_02.png	0	1	0,0	0
213	2001	92	@Monster_213	0	monster/M_3_07.png	0	0	HalfBody/monster/Monster_03.png	0	1	0,0	0
214	2001	92	@Monster_214	0	monster/M_3_09.png	0	0	HalfBody/monster/Monster_04.png	0	1	0,0	0
215	2001	93	@Monster_215	0	monster/M_3_08.png	0	0	HalfBody/monster/Monster_05.png	0	1	0,0	0
216	2001	92	@Monster_216	0	monster/M_4_07.png	0	0	HalfBody/monster/Monster_01.png	0	1	0,0	0
217	2001	92	@Monster_217	0	monster/M_4_07.png	0	0	HalfBody/monster/Monster_02.png	0	1	0,0	0
218	2001	93	@Monster_218	0	monster/M_4_08.png	0	0	HalfBody/monster/Monster_03.png	0	1	0,0	0
219	2001	94	@Monster_219	0	monster/M_4_08.png	0	0	HalfBody/monster/Monster_04.png	0	1	0,0	0
220	2001	94	@Monster_220	0	monster/M_4_04.png	0	0	HalfBody/monster/Monster_05.png	0	1	0,0	0
221	2001	94	@Monster_221	0	monster/M_4_08.png	0	0	HalfBody/monster/Monster_01.png	0	1	0,0	0
222	2001	95	@Monster_222	0	monster/M_4_09.png	0	0	HalfBody/monster/Monster_02.png	0	1	0,0	0
223	2001	95	@Monster_223	0	monster/M_4_06.png	0	0	HalfBody/monster/Monster_03.png	0	1	0,0	0
224	2001	95	@Monster_224	0	monster/M_1_05.png	0	0	HalfBody/monster/Monster_04.png	0	1	0,0	0
225	2001	95	@Monster_225	0	monster/M_1_04.png	0	0	HalfBody/monster/Monster_05.png	0	1	0,0	0
226	2001	96	@Monster_226	0	monster/M_1_04.png	0	0	HalfBody/monster/Monster_01.png	0	1	0,0	0
227	2001	96	@Monster_227	0	monster/M_1_08.png	0	0	HalfBody/monster/Monster_02.png	0	1	0,0	0
228	2001	96	@Monster_228	0	monster/M_5_01.png	0	0	HalfBody/monster/Monster_03.png	0	1	0,0	0
229	2001	96	@Monster_229	0	monster/M_5_07.png	0	0	HalfBody/monster/Monster_04.png	0	1	0,0	0
230	2001	97	@Monster_230	0	monster/M_5_06.png	0	0	HalfBody/monster/Monster_05.png	0	1	0,0	0
231	2001	97	@Monster_231	0	monster/M_5_06.png	0	0	HalfBody/monster/Monster_01.png	0	1	0,0	0
232	2001	97	@Monster_232	0	monster/M_4_03.png	0	0	HalfBody/monster/Monster_02.png	0	1	0,0	0
233	2001	97	@Monster_233	0	monster/M_4_08.png	0	0	HalfBody/monster/Monster_03.png	0	1	0,0	0
234	2001	98	@Monster_234	0	monster/M_4_08.png	0	0	HalfBody/monster/Monster_04.png	0	1	0,0	0
235	2001	98	@Monster_235	0	monster/M_4_08.png	0	0	HalfBody/monster/Monster_05.png	0	1	0,0	0
236	2001	98	@Monster_236	0	monster/M_4_06.png	0	0	HalfBody/monster/Monster_01.png	0	1	0,0	0
237	2001	98	@Monster_237	0	monster/M_4_04.png	0	0	HalfBody/monster/Monster_02.png	0	1	0,0	0
238	2001	99	@Monster_238	0	monster/M_4_04.png	0	0	HalfBody/monster/Monster_03.png	0	1	0,0	0
239	2001	99	@Monster_239	0	monster/M_4_07.png	0	0	HalfBody/monster/Monster_04.png	0	1	0,0	0
