ID	TYPE	SPINE	Define	Position	Wait	Transform	Rotate	Scale	Time	Parent	SpawnId
10621201	14	1	1	0	0	0	0	1	0		
10621301	14	0	1	0	0	0	0	1	0		
10621401	10		1	0	0	0	0	1	0		
10621402	10		2	0	0	0	0	1	0		
10621403	4	F9	0	0	0	0	0	1	0		
10621404	12	BG/AVG/avg_bg_9910.jpg	0	0	0.5	0	0	1	0		
10621405	13		0	0	1	0	0	1	0		
10621501	0		0	0	0	0	0	1	0		
10621601	15		0	0	0.5	0	0	1	4		
10621701	0		0	0	0	0	0	1	0		
10621801	0		0	0	0	0	0	1	0		
10621901	0		0	0	0	0	0	1	0		
10622001	16	F2	0	0	0	0	0	1	0		
10622002	15		0	0	0.5	0	0	1	4		
10622101	0		0	0	0	0	0	1	0		
10622201	0		0	0	0	0	0	1	0		
10622301	0		0	0	0	0	0	1	0		
10622401	4	F9	0	0	0	0	0	1	0		
10622402	12	BG/AVG/avg_bg_116.jpg	0	0	0.5	0	0	1	0		
10622403	13		0	0	1	0	0	1	0		
10622501	9	F02,Spine/NG2D_nobg,AVG_00201	2	-250,0	0	0	0	1	0		
10622502	14	1	2	0	0	0	0	1	0		
10622601	14	0	2	0	0	0	0	1	0		
10622701	14	1	2	0	0	0	0	1	0		
10622702	1	F04	2	0	0	0	0	1	0		
10622801	0		0	0	0	0	0	1	0		
10622901	14	0	2	0	0	0	0	1	0		
10623001	0		0	0	0	0	0	1	0		
10623101	9	F02,Spine/NG2D_nobg,AVG_01701	1	250,0	0	0	0	1	0		
10623102	14	1	1	0	0	0	0	1	0		
10623201	14	0	1	0	0	0	0	1	0		
10623301	0		0	0	0	0	0	1	0		
10623401	14	1	1	0	0	0	0	1	0		
10623402	1	F03	1	0	0	0	0	1	0		
10623501	14	0	1	0	0	0	0	1	0		
10623601	0		0	0	0	0	0	1	0		
10623701	0		0	0	0	0	0	1	0		
10623801	14	1	1	0	0	0	0	1	0		
10623901	14	0	1	0	0	0	0	1	0		
10624001	14	1	1	0	0	0	0	1	0		
10624002	1	A00	1	0	0	0	0	1	0		
10624101	0		0	0	0	0	0	1	0		
10624201	10		1	0	0	0	0	1	0		
10624202	10		2	0	0	0	0	1	0		
10624203	16	F1	0	0	0	0	0	1	0		
10624204	12	BG/AVG/avg_bg_116.jpg	0	0	0.5	0	0	1	0		
10624205	13		0	0	1	0	0	1	0		
10624301	0		0	0	0	0	0	1	0		
10624401	0		0	0	0	0	0	1	0		
10624501	0		0	0	0	0	0	1	0		
10624601	0		0	0	0	0	0	1	0		
10624701	0		0	0	0	0	0	1	0		
10624801	4	F9	0	0	0	0	0	1	0		
10624802	12	BG/AVG/avg_bg_001.jpg	0	0	0.5	0	0	1	0		
10624803	13		0	0	1	0	0	1	0		
10624901	0		0	0	0	0	0	1	0		
10625001	0		0	0	0	0	0	1	0		
10625101	0		0	0	0	0	0	1	0		
10625201	4	F9	0	0	0	0	0	1	0		
10625202	12	BG/AVG/avg_bg_9911.jpg	0	0	0.5	0	0	1	0		
10625203	13		0	0	1	0	0	1	0		
10625301	0		0	0	0	0	0	1	0		
10625401	0		0	0	0	0	0	1	0		
10625501	0		0	0	0	0	0	1	0		
10625601	0		0	0	0	0	0	1	0		
10625701	0		0	0	0	0	0	1	0		
10625801	4	F9	0	0	0	0	0	1	0		
10625802	12	BG/AVG/avg_bg_116.jpg	0	0	0.5	0	0	1	0		
10625803	13		0	0	1	0	0	1	0		
10810101	12	BG/AVG/avg_bg_9912.jpg	0	0	0.5	0	0	1	0		
10810201	0		0	0	0	0	0	1	0		
10810301	0		0	0	0	0	0	1	0		
10810401	0		0	0	0	0	0	1	0		
10810501	0		0	0	0	0	0	1	0		
10810601	0		0	0	0	0	0	1	0		
10810701	0		0	0	0	0	0	1	0		
10810801	0		0	0	0	0	0	1	0		
10810901	4	F9	0	0	0	0	0	1	0		
10810902	12	BG/AVG/avg_bg_111.jpg	0	0	0.5	0	0	1	0		
10810903	13		0	0	1	0	0	1	0		
10811001	9	F02,Spine/NG2D_nobg,AVG_00201	2	250,0	0	0	0	1	0		
10811002	14	1	2	0	0	0	0	1	0		
10811101	1	F04	2	0	0	0	0	1	0		
10811201	14	0	2	0	0	0	0	1	0		
10811301	0		0	0	0	0	0	1	0		
10811401	0		0	0	0	0	0	1	0		
10811501	0		0	0	0	0	0	1	0		
10811601	15		0	0	0.5	0	0	1	6		
10811602	13		0	0	0.5	0	0	1	0		
10811701	0		0	0	0	0	0	1	0		
10811801	0		0	0	0	0	0	1	0		
10811901	14	1	2	0	0	0	0	1	0		
10812001	0		0	0	0	0	0	1	0		
10812101	0	0	0	0	0	0	0	1	0		
10812201	9	F02,Spine/NG2D_nobg,AVG_01701	1	-250,0	0	0	0	1	0		
10812202	14	1	1	0	0	0	0	1	0		
10812203	14	0	2	0	0	0	0	1	0		
10812301	14	0	1	0	0	0	0	1	0		
10812401	0		0	0	0	0	0	1	0		
10812501	0		0	0	0	0	0	1	0		
10812601	0		0	0	0	0	0	1	0		
10812701	0		0	0	0	0	0	1	0		
10812801	0		0	0	0	0	0	1	0		
10812901	0		0	0	0	0	0	1	0		
10813001	0		0	0	0	0	0	1	0		
10813101	0		0	0	0	0	0	1	0		
10813201	0		0	0	0	0	0	1	0		
10813301	0		0	0	0	0	0	1	0		
10813401	0		0	0	0	0	0	1	0		
10813501	14	1	1	0	0	0	0	1	0		
10813601	14	0	1	0	0	0	0	1	0		
10813701	0		0	0	0	0	0	1	0		
10813801	15		0	0	0.5	0	0	1	6		
10813802	13		0	0	0.5	0	0	1	0		
10813901	14	1	2	0	0	0	0	1	0		
10814001	14	0	2	0	0	0	0	1	0		
10910101	12	BG/AVG/avg_bg_9913.jpg	0	0	0.5	0	0	1	0		
10910201	0		0	0	0	0	0	1	0		
10910301	0		0	0	0	0	0	1	0		
10910401	0		0	0	0	0	0	1	0		
10910501	0		0	0	0	0	0	1	0		
10910601	15		0	0	0.5	0	0	1	6		
10910602	13		0	0	0.5	0	0	1	0		
10910701	0		0	0	0	0	0	1	0		
10910801	0		0	0	0	0	0	1	0		
10910901	0		0	0	0	0	0	1	0		
10911001	0		0	0	0	0	0	1	0		
10911101	0		0	0	0	0	0	1	0		
11010101	9	F02,Spine/NG2D_nobg,AVG_01701	1	0,0	0	0	0	1	0		
11010102	14	1	1	0	0	0	0	1	0		
11010201	15		0	0	0.5	0	0	1	6		
11010202	13		0	0	0.5	0	0	1	0		
11010301	14	0	1	0	0	0	0	1	0		
11010401	14	1	1	0	0	0	0	1	0		
11010501	0		0	0	0	0	0	1	0		
11010601	14	0	1	0	0	0	0	1	0		
11010701	0		0	0	0	0	0	1	0		
11010801	0		0	0	0	0	0	1	0		
11010901	0		0	0	0	0	0	1	0		
11011001	0		0	0	0	0	0	1	0		
11011101	0		0	0	0	0	0	1	0		
11011201	0		0	0	0	0	0	1	0		
11011301	0		0	0	0	0	0	1	0		
11011401	14	1	1	0	0	0	0	1	0		
11011501	14	0	1	0	0	0	0	1	0		
11011601	15		0	0	0.5	0	0	1	6		
11011602	13		0	0	0.5	0	0	1	0		
11011701	14	1	1	0	0	0	0	1	0		
11011702	1	F04	1	0	0	0	0	1	0		
11011801	0		0	0	0	0	0	1	0		
11011901	14	0	1	0	0	0	0	1	0		
11012001	15		0	0	0.5	0	0	1	6		
11012002	13		0	0	0.5	0	0	1	0		
11012101	10		1	0	0	0	0	1	0		
11012102	10		2	0	0	0	0	1	0		
11012103	4	F9	0	0	0	0	0	1	0		
11012104	12	BG/AVG/avg_bg_9914.jpg	0	0	0.5	0	0	1	0		
11012105	13		0	0	1	0	0	1	0		
11012201	0		0	0	0	0	0	1	0		
11012301	0		0	0	0	0	0	1	0		
11012401	0		0	0	0	0	0	1	0		
11012501	0		0	0	0	0	0	1	0		
11012601	0		0	0	0	0	0	1	0		
11012701	0		0	0	0	0	0	1	0		
11012801	0		0	0	0	0	0	1	0		
11012901	0		0	0	0	0	0	1	0		
11013001	0		0	0	0	0	0	1	0		
11013101	4	F9	0	0	0	0	0	1	0		
11013102	12	BG/AVG/avg_bg_9915.jpg	0	0	0.5	0	0	1	0		
11013103	13		0	0	1	0	0	1	0		
11013201	0		0	0	0	0	0	1	0		
11013301	0		0	0	0	0	0	1	0		
11013401	4	F9	0	0	0	0	0	1	0		
11013402	12	BG/AVG/avg_bg_9916.jpg	0	0	0.5	0	0	1	0		
11013403	13		0	0	1	0	0	1	0		
11013501	0		0	0	0	0	0	1	0		
11013601	0		0	0	0	0	0	1	0		
11013701	0		0	0	0	0	0	1	0		
11013801	0		0	0	0	0	0	1	0		
11013901	0		0	0	0	0	0	1	0		
11014001	0		0	0	0	0	0	1	0		
11014101	4	F9	0	0	0	0	0	1	0		
11014102	12	BG/AVG/avg_bg_9915.jpg	0	0	0.5	0	0	1	0		
11014103	13		0	0	1	0	0	1	0		
11014201	0		0	0	0	0	0	1	0		
11014301	0		0	0	0	0	0	1	0		
11014401	0		0	0	0	0	0	1	0		
11014501	0		0	0	0	0	0	1	0		
11020101	12	BG/AVG/avg_bg_111.jpg	0	0	0.5	0	0	1	0		
11020201	9	F02,Spine/NG2D_nobg,AVG_00101	1	-250,0	0	0	0	1	0		
11020202	14	1	1	0	0	0	0	1	0		
11020301	16	F2	0	0	0	0	0	1	0		
11020302	15		0	0	0.5	0	0	1	6		
11020303	13		0	0	0.5	0	0	1	0		
11020401	14	0	1	0	0	0	0	1	0		
11020501	9	F02,Spine/NG2D_nobg,AVG_00201	2	250,0	0	0	0	1	0		
11020502	14	1	2	0	0	0	0	1	0		
11020601	0		0	0	0	0	0	1	0		
11020701	16	F2	0	0	0	0	0	1	0		
11020702	15		0	0	0.5	0	0	1	6		
11020703	13		0	0	0.5	0	0	1	0		
11020801	14	0	2	0	0	0	0	1	0		
11020901	14	1	2	0	0	0	0	1	0		
11021001	14	0	2	0	0	0	0	1	0		
11021002	15		0	0	0.5	0	0	1	6		
11021101	14	1	2	0	0	0	0	1	0		
11021201	14	0	2	0	0	0	0	1	0		
11021301	0		0	0	0	0	0	1	0		
11021401	14	1	1	0	0	0	0	1	0		
11021501	15		0	0	0.5	0	0	1	6		
11021502	13		0	0	0.5	0	0	1	0		
11021601	14	0	1	0	0	0	0	1	0		
11021701	0		0	0	0	0	0	1	0		
11021801	14	1	1	0	0	0	0	1	0		
11021901	0		0	0	0	0	0	1	0		
11022001	14	1	2	0	0	0	0	1	0		
11022002	14	0	1	0	0	0	0	1	0		
11022101	10		1	0	0	0	0	1	0		
11022102	10		2	0	0	0	0	1	0		
11022103	4	F9	0	0	0	0	0	1	0		
11022104	12	BG/AVG/avg_bg_9918.jpg	0	0	0.5	0	0	1	0		
11022105	13		0	0	1	0	0	1	0		
11022201	0		0	0	0	0	0	1	0		
11022301	0		0	0	0	0	0	1	0		
11022401	0		0	0	0	0	0	1	0		
11022501	0		0	0	0	0	0	1	0		
11022601	0		0	0	0	0	0	1	0		
11022701	0		0	0	0	0	0	1	0		
11022801	0		0	0	0	0	0	1	0		
11022901	4	F9	0	0	0	0	0	1	0		
11022902	12	BG/AVG/avg_bg_001.jpg	0	0	0.5	0	0	1	0		
11022903	13		0	0	1	0	0	1	0		
11023001	0		0	0	0	0	0	1	0		
11023101	0		0	0	0	0	0	1	0		
11023201	0		0	0	0	0	0	1	0		
11023301	0		0	0	0	0	0	1	0		
11023401	4	F9	0	0	0	0	0	1	0		
11023402	12	BG/AVG/avg_bg_9919.jpg	0	0	0.5	0	0	1	0		
11023403	13		0	0	1	0	0	1	0		
11023501	0		0	0	0	0	0	1	0		
11023601	0		0	0	0	0	0	1	0		
11023701	0		0	0	0	0	0	1	0		
11023801	0		0	0	0	0	0	1	0		
11023901	4	F9	0	0	0	0	0	1	0		
11023902	12	BG/AVG/avg_bg_001.jpg	0	0	0.5	0	0	1	0		
11023903	13		0	0	1	0	0	1	0		
11024001	0		0	0	0	0	0	1	0		
11024101	0		0	0	0	0	0	1	0		
11024201	4	F9	0	0	0	0	0	1	0		
11024202	12	BG/AVG/avg_bg_9920.jpg	0	0	0.5	0	0	1	0		
11024203	13		0	0	1	0	0	1	0		
11024301	0		0	0	0	0	0	1	0		
11024401	0		0	0	0	0	0	1	0		
11024501	0		0	0	0	0	0	1	0		
11024601	0		0	0	0	0	0	1	0		
11024701	0		0	0	0	0	0	1	0		
11024801	0		0	0	0	0	0	1	0		
11024901	0		0	0	0	0	0	1	0		
11025001	0		0	0	0	0	0	1	0		
11025101	0		0	0	0	0	0	1	0		
11025201	4	F9	0	0	0	0	0	1	0		
11025202	12	BG/AVG/avg_bg_111.jpg	0	0	0.5	0	0	1	0		
11025203	13		0	0	1	0	0	1	0		
11025301	0		0	0	0	0	0	1	0		
11025401	9	F02,Spine/NG2D_nobg,AVG_01701	1	0,0	0	0	0	1	0		
11025402	14	1	1	0	0	0	0	1	0		
11025501	0		0	0	0	0	0	1	0		
11025601	14	0	1	0	0	0	0	1	0		
11025701	14	1	1	0	0	0	0	1	0		
11025801	0		0	0	0	0	0	1	0		
11025901	15		0	0	0.5	0	0	1	6		
11026001	0		0	0	0	0	0	1	0		
11026101	14	0	1	0	0	0	0	1	0		
11026201	14	1	1	0	0	0	0	1	0		
11026301	0		0	0	0	0	0	1	0		
11026401	0		0	0	0	0	0	1	0		
11110101	12	BG/AVG/avg_bg_9922.jpg	0	0	0.5	0	0	1	0		
11110201	0		0	0	0	0	0	1	0		
11110301	0		0	0	0	0	0	1	0		
11110401	0		0	0	0	0	0	1	0		
11110501	15		0	0	0.5	0	0	1	6		
11110502	13		0	0	0.5	0	0	1	0		
11110601	0		0	0	0	0	0	1	0		
11110701	0		0	0	0	0	0	1	0		
11110801	0		0	0	0	0	0	1	0		
11210101	0		0	0	0	0	0	1	0		
11210201	9	F02,Spine/NG2D_nobg,AVG_00201	1	-250,0	0	0	0	1	0		
11210202	14	1	1	0	0	0	0	1	0		
11210301	0		0	0	0	0	0	1	0		
11210401	0		0	0	0	0	0	1	0		
11210501	9	A00,Spine/NG2D_nobg,AVG_01301	2	250,0	0	0	0	1	0		
11210502	14	0	1	0	0	0	0	1	0		
11210503	14	1	2	0	0	0	0	1	0		
11210601	0		0	0	0	0	0	1	0		
11210701	0		0	0	0	0	0	1	0		
11210801	0		0	0	0	0	0	1	0		
11210901	0		0	0	0	0	0	1	0		
11211001	14	1	1	0	0	0	0	1	0		
11211002	1	F04	1	0	0	0	0	1	0		
11211003	14	0	2	0	0	0	0	1	0		
11211101	0		0	0	0	0	0	1	0		
11211201	14	1	2	0	0	0	0	1	0		
11211202	14	0	1	0	0	0	0	1	0		
11211301	0		0	0	0	0	0	1	0		
11211401	0		0	0	0	0	0	1	0		
11211501	14	1	1	0	0	0	0	1	0		
11211502	14	0	2	0	0	0	0	1	0		
11211601	14	1	2	0	0	0	0	1	0		
11211602	14	0	1	0	0	0	0	1	0		
11211701	0		0	0	0	0	0	1	0		
11211801	14	0	2	0	0	0	0	1	0		
11211901	14	1	2	0	0	0	0	1	0		
11211902	1	F02	2	0	0	0	0	1	0		
11220101	12	BG/AVG/avg_bg_111.jpg	0	0	0.5	0	0	1	0		
11220201	9	F02,Spine/NG2D_nobg,AVG_00201	2	250,0	0	0	0	1	0		
11220202	14	1	2	0	0	0	0	1	0		
11220301	9	F04,Spine/NG2D_nobg,AVG_01701	1	-250,0	0	0	0	1	0		
11220302	14	0	2	0	0	0	0	1	0		
11220303	14	1	1	0	0	0	0	1	0		
11220401	1	A00	1	0	0	0	0	1	0		
11220501	14	1	2	0	0	0	0	1	0		
11220502	1	F04	2	0	0	0	0	1	0		
11220503	14	0	1	0	0	0	0	1	0		
11220601	0		0	0	0	0	0	1	0		
11220701	14	1	1	0	0	0	0	1	0		
11220702	14	0	2	0	0	0	0	1	0		
11220801	10		1	0	0	0	0	1	0		
11220802	10		2	0	0	0	0	1	0		
11220803	4	F9	0	0	0	0	0	1	0		
11220804	12	BG/AVG/avg_bg_9923.jpg	0	0	0.5	0	0	1	0		
11220805	13		0	0	1	0	0	1	0		
11220901	0		0	0	0	0	0	1	0		
11221001	0		0	0	0	0	0	1	0		
11221101	0		0	0	0	0	0	1	0		
11221201	0		0	0	0	0	0	1	0		
11221301	0		0	0	0	0	0	1	0		
11221401	0		0	0	0	0	0	1	0		
11221501	0		0	0	0	0	0	1	0		
11221601	0		0	0	0	0	0	1	0		
11221701	0		0	0	0	0	0	1	0		
11221801	0		0	0	0	0	0	1	0		
11221901	0		0	0	0	0	0	1	0		
11222001	0		0	0	0	0	0	1	0		
11222101	4	F9	0	0	0	0	0	1	0		
11222102	12	BG/AVG/avg_bg_111.jpg	0	0	0.5	0	0	1	0		
11222103	13		0	0	1	0	0	1	0		
11222201	0		0	0	0	0	0	1	0		
11222301	9	F02,Spine/NG2D_nobg,AVG_00101	2	250,0	0	0	0	1	0		
11222302	16	F2	0	0	0	0	0	1	0		
11222303	15		0	0	0.5	0	0	1	6		
11222401	14	0	2	0	0	0	0	1	0		
11222501	15		0	0	0.5	0	0	1	6		
