id	等级	消耗	属性
189	189	30000_5010_361	101_20979
190	190	30000_5010_362	101_21090
191	191	30000_5010_363	101_21201
192	192	30000_5010_364	101_21312
193	193	30000_5010_365	101_21423
194	194	30000_5010_366	101_21534
195	195	30000_5010_367	101_21645
196	196	30000_5010_368	101_21756
197	197	30000_5010_369	101_21867
198	198	30000_5010_370	101_21978
199	199	30000_5010_371	101_22089
200	200	30000_5010_372	101_22302
201	0	0	0
202	1	30000_5011_1	106_7
203	2	30000_5011_2	106_14
204	3	30000_5011_4	106_21
205	4	30000_5011_6	106_28
206	5	30000_5011_8	106_35
207	6	30000_5011_10	106_42
208	7	30000_5011_12	106_49
209	8	30000_5011_14	106_56
210	9	30000_5011_16	106_63
211	10	30000_5011_18	106_70
212	11	30000_5011_20	106_77
213	12	30000_5011_22	106_84
214	13	30000_5011_24	106_91
215	14	30000_5011_26	106_98
216	15	30000_5011_28	106_105
217	16	30000_5011_30	106_112
218	17	30000_5011_32	106_119
219	18	30000_5011_34	106_126
220	19	30000_5011_36	106_133
221	20	30000_5011_38	106_140
222	21	30000_5011_40	106_147
223	22	30000_5011_42	106_154
224	23	30000_5011_44	106_161
225	24	30000_5011_46	106_168
226	25	30000_5011_48	106_175
227	26	30000_5011_50	106_182
228	27	30000_5011_52	106_189
229	28	30000_5011_55	106_196
230	29	30000_5011_59	106_203
231	30	30000_5011_62	106_210
232	31	30000_5011_65	106_217
233	32	30000_5011_68	106_224
234	33	30000_5011_71	106_231
235	34	30000_5011_74	106_238
236	35	30000_5011_77	106_245
237	36	30000_5011_80	106_252
238	37	30000_5011_83	106_259
239	38	30000_5011_86	106_266
240	39	30000_5011_89	106_273
241	40	30000_5011_92	106_280
242	41	30000_5011_95	106_287
243	42	30000_5011_98	106_294
244	43	30000_5011_101	106_301
245	44	30000_5011_104	106_308
246	45	30000_5011_107	106_315
247	46	30000_5011_110	106_322
248	47	30000_5011_113	106_329
249	48	30000_5011_116	106_336
250	49	30000_5011_119	106_343
251	50	30000_5011_122	106_350
252	51	30000_5011_125	106_357
253	52	30000_5011_128	106_364
254	53	30000_5011_131	106_371
255	54	30000_5011_134	106_378
256	55	30000_5011_137	106_385
257	56	30000_5011_140	106_392
258	57	30000_5011_143	106_399
259	58	30000_5011_146	106_406
260	59	30000_5011_149	106_413
261	60	30000_5011_152	106_420
262	61	30000_5011_155	106_427
263	62	30000_5011_158	106_434
264	63	30000_5011_161	106_441
265	64	30000_5011_164	106_448
266	65	30000_5011_167	106_455
267	66	30000_5011_170	106_462
268	67	30000_5011_173	106_469
269	68	30000_5011_176	106_476
270	69	30000_5011_179	106_483
271	70	30000_5011_182	106_490
272	71	30000_5011_185	106_497
273	72	30000_5011_188	106_504
274	73	30000_5011_191	106_511
275	74	30000_5011_194	106_518
276	75	30000_5011_197	106_525
277	76	30000_5011_200	106_532
278	77	30000_5011_203	106_539
279	78	30000_5011_206	106_546
280	79	30000_5011_209	106_553
281	80	30000_5011_212	106_560
282	81	30000_5011_215	106_567
283	82	30000_5011_218	106_574
284	83	30000_5011_221	106_581
285	84	30000_5011_224	106_588
286	85	30000_5011_227	106_595
287	86	30000_5011_230	106_602
288	87	30000_5011_233	106_609
289	88	30000_5011_236	106_616
290	89	30000_5011_239	106_623
291	90	30000_5011_242	106_630
292	91	30000_5011_245	106_637
293	92	30000_5011_248	106_644
294	93	30000_5011_251	106_651
295	94	30000_5011_254	106_658
296	95	30000_5011_257	106_665
297	96	30000_5011_260	106_672
298	97	30000_5011_263	106_679
299	98	30000_5011_266	106_686
300	99	30000_5011_269	106_693
301	100	30000_5011_272	106_700
302	101	30000_5011_273	106_707
303	102	30000_5011_274	106_714
304	103	30000_5011_275	106_721
305	104	30000_5011_276	106_728
306	105	30000_5011_277	106_735
307	106	30000_5011_278	106_742
308	107	30000_5011_279	106_749
309	108	30000_5011_280	106_756
310	109	30000_5011_281	106_763
311	110	30000_5011_282	106_770
312	111	30000_5011_283	106_777
313	112	30000_5011_284	106_784
314	113	30000_5011_285	106_791
315	114	30000_5011_286	106_798
316	115	30000_5011_287	106_805
317	116	30000_5011_288	106_812
318	117	30000_5011_289	106_819
319	118	30000_5011_290	106_826
320	119	30000_5011_291	106_833
321	120	30000_5011_292	106_840
322	121	30000_5011_293	106_847
323	122	30000_5011_294	106_854
324	123	30000_5011_295	106_861
325	124	30000_5011_296	106_868
326	125	30000_5011_297	106_875
327	126	30000_5011_298	106_882
328	127	30000_5011_299	106_889
329	128	30000_5011_300	106_896
330	129	30000_5011_301	106_903
331	130	30000_5011_302	106_910
332	131	30000_5011_303	106_917
333	132	30000_5011_304	106_924
334	133	30000_5011_305	106_931
335	134	30000_5011_306	106_938
336	135	30000_5011_307	106_945
337	136	30000_5011_308	106_952
338	137	30000_5011_309	106_959
339	138	30000_5011_310	106_966
340	139	30000_5011_311	106_973
341	140	30000_5011_312	106_980
342	141	30000_5011_313	106_987
343	142	30000_5011_314	106_994
344	143	30000_5011_315	106_1001
345	144	30000_5011_316	106_1008
346	145	30000_5011_317	106_1015
347	146	30000_5011_318	106_1022
348	147	30000_5011_319	106_1029
349	148	30000_5011_320	106_1036
350	149	30000_5011_321	106_1043
351	150	30000_5011_322	106_1050
352	151	30000_5011_323	106_1057
353	152	30000_5011_324	106_1064
354	153	30000_5011_325	106_1071
355	154	30000_5011_326	106_1078
356	155	30000_5011_327	106_1085
357	156	30000_5011_328	106_1092
358	157	30000_5011_329	106_1099
359	158	30000_5011_330	106_1106
360	159	30000_5011_331	106_1113
361	160	30000_5011_332	106_1120
362	161	30000_5011_333	106_1127
363	162	30000_5011_334	106_1134
364	163	30000_5011_335	106_1141
365	164	30000_5011_336	106_1148
366	165	30000_5011_337	106_1155
367	166	30000_5011_338	106_1162
368	167	30000_5011_339	106_1169
369	168	30000_5011_340	106_1176
370	169	30000_5011_341	106_1183
371	170	30000_5011_342	106_1190
372	171	30000_5011_343	106_1197
373	172	30000_5011_344	106_1204
374	173	30000_5011_345	106_1211
375	174	30000_5011_346	106_1218
376	175	30000_5011_347	106_1225
377	176	30000_5011_348	106_1232
378	177	30000_5011_349	106_1239
379	178	30000_5011_350	106_1246
380	179	30000_5011_351	106_1253
381	180	30000_5011_352	106_1260
382	181	30000_5011_353	106_1267
383	182	30000_5011_354	106_1274
384	183	30000_5011_355	106_1281
385	184	30000_5011_356	106_1288
386	185	30000_5011_357	106_1295
387	186	30000_5011_358	106_1302
388	187	30000_5011_359	106_1309
389	188	30000_5011_360	106_1316
390	189	30000_5011_361	106_1323
391	190	30000_5011_362	106_1330
392	191	30000_5011_363	106_1337
393	192	30000_5011_364	106_1344
394	193	30000_5011_365	106_1351
395	194	30000_5011_366	106_1358
396	195	30000_5011_367	106_1365
397	196	30000_5011_368	106_1372
398	197	30000_5011_369	106_1379
399	198	30000_5011_370	106_1386
400	199	30000_5011_371	106_1393
401	200	30000_5011_372	106_1386
402	0	0	0
403	1	30000_5012_1	107_7
404	2	30000_5012_2	107_14
405	3	30000_5012_4	107_21
406	4	30000_5012_6	107_28
407	5	30000_5012_8	107_35
408	6	30000_5012_10	107_42
409	7	30000_5012_12	107_49
410	8	30000_5012_14	107_56
411	9	30000_5012_16	107_63
412	10	30000_5012_18	107_70
413	11	30000_5012_20	107_77
414	12	30000_5012_22	107_84
415	13	30000_5012_24	107_91
416	14	30000_5012_26	107_98
417	15	30000_5012_28	107_105
418	16	30000_5012_30	107_112
419	17	30000_5012_32	107_119
420	18	30000_5012_34	107_126
421	19	30000_5012_36	107_133
422	20	30000_5012_38	107_140
423	21	30000_5012_40	107_147
424	22	30000_5012_42	107_154
425	23	30000_5012_44	107_161
426	24	30000_5012_46	107_168
427	25	30000_5012_48	107_175
428	26	30000_5012_50	107_182
429	27	30000_5012_52	107_189
430	28	30000_5012_55	107_196
431	29	30000_5012_59	107_203
432	30	30000_5012_62	107_210
433	31	30000_5012_65	107_217
434	32	30000_5012_68	107_224
435	33	30000_5012_71	107_231
436	34	30000_5012_74	107_238
437	35	30000_5012_77	107_245
438	36	30000_5012_80	107_252
439	37	30000_5012_83	107_259
440	38	30000_5012_86	107_266
441	39	30000_5012_89	107_273
442	40	30000_5012_92	107_280
443	41	30000_5012_95	107_287
444	42	30000_5012_98	107_294
445	43	30000_5012_101	107_301
446	44	30000_5012_104	107_308
447	45	30000_5012_107	107_315
448	46	30000_5012_110	107_322
449	47	30000_5012_113	107_329
450	48	30000_5012_116	107_336
451	49	30000_5012_119	107_343
452	50	30000_5012_122	107_350
453	51	30000_5012_125	107_357
454	52	30000_5012_128	107_364
455	53	30000_5012_131	107_371
456	54	30000_5012_134	107_378
457	55	30000_5012_137	107_385
458	56	30000_5012_140	107_392
459	57	30000_5012_143	107_399
460	58	30000_5012_146	107_406
461	59	30000_5012_149	107_413
462	60	30000_5012_152	107_420
463	61	30000_5012_155	107_427
464	62	30000_5012_158	107_434
465	63	30000_5012_161	107_441
466	64	30000_5012_164	107_448
467	65	30000_5012_167	107_455
468	66	30000_5012_170	107_462
469	67	30000_5012_173	107_469
470	68	30000_5012_176	107_476
471	69	30000_5012_179	107_483
472	70	30000_5012_182	107_490
473	71	30000_5012_185	107_497
474	72	30000_5012_188	107_504
475	73	30000_5012_191	107_511
476	74	30000_5012_194	107_518
477	75	30000_5012_197	107_525
478	76	30000_5012_200	107_532
479	77	30000_5012_203	107_539
480	78	30000_5012_206	107_546
481	79	30000_5012_209	107_553
482	80	30000_5012_212	107_560
483	81	30000_5012_215	107_567
484	82	30000_5012_218	107_574
485	83	30000_5012_221	107_581
486	84	30000_5012_224	107_588
487	85	30000_5012_227	107_595
488	86	30000_5012_230	107_602
489	87	30000_5012_233	107_609
490	88	30000_5012_236	107_616
491	89	30000_5012_239	107_623
492	90	30000_5012_242	107_630
493	91	30000_5012_245	107_637
494	92	30000_5012_248	107_644
495	93	30000_5012_251	107_651
496	94	30000_5012_254	107_658
497	95	30000_5012_257	107_665
498	96	30000_5012_260	107_672
499	97	30000_5012_263	107_679
500	98	30000_5012_266	107_686
501	99	30000_5012_269	107_693
502	100	30000_5012_272	107_700
503	101	30000_5012_273	107_707
504	102	30000_5012_274	107_714
505	103	30000_5012_275	107_721
506	104	30000_5012_276	107_728
507	105	30000_5012_277	107_735
508	106	30000_5012_278	107_742
509	107	30000_5012_279	107_749
510	108	30000_5012_280	107_756
511	109	30000_5012_281	107_763
512	110	30000_5012_282	107_770
513	111	30000_5012_283	107_777
514	112	30000_5012_284	107_784
515	113	30000_5012_285	107_791
516	114	30000_5012_286	107_798
517	115	30000_5012_287	107_805
518	116	30000_5012_288	107_812
519	117	30000_5012_289	107_819
520	118	30000_5012_290	107_826
521	119	30000_5012_291	107_833
522	120	30000_5012_292	107_840
523	121	30000_5012_293	107_847
524	122	30000_5012_294	107_854
525	123	30000_5012_295	107_861
526	124	30000_5012_296	107_868
527	125	30000_5012_297	107_875
528	126	30000_5012_298	107_882
529	127	30000_5012_299	107_889
530	128	30000_5012_300	107_896
531	129	30000_5012_301	107_903
532	130	30000_5012_302	107_910
533	131	30000_5012_303	107_917
534	132	30000_5012_304	107_924
535	133	30000_5012_305	107_931
536	134	30000_5012_306	107_938
537	135	30000_5012_307	107_945
538	136	30000_5012_308	107_952
539	137	30000_5012_309	107_959
540	138	30000_5012_310	107_966
541	139	30000_5012_311	107_973
542	140	30000_5012_312	107_980
543	141	30000_5012_313	107_987
544	142	30000_5012_314	107_994
545	143	30000_5012_315	107_1001
546	144	30000_5012_316	107_1008
547	145	30000_5012_317	107_1015
548	146	30000_5012_318	107_1022
549	147	30000_5012_319	107_1029
550	148	30000_5012_320	107_1036
551	149	30000_5012_321	107_1043
552	150	30000_5012_322	107_1050
553	151	30000_5012_323	107_1057
554	152	30000_5012_324	107_1064
555	153	30000_5012_325	107_1071
556	154	30000_5012_326	107_1078
557	155	30000_5012_327	107_1085
558	156	30000_5012_328	107_1092
559	157	30000_5012_329	107_1099
560	158	30000_5012_330	107_1106
561	159	30000_5012_331	107_1113
562	160	30000_5012_332	107_1120
563	161	30000_5012_333	107_1127
564	162	30000_5012_334	107_1134
565	163	30000_5012_335	107_1141
566	164	30000_5012_336	107_1148
567	165	30000_5012_337	107_1155
568	166	30000_5012_338	107_1162
569	167	30000_5012_339	107_1169
570	168	30000_5012_340	107_1176
571	169	30000_5012_341	107_1183
572	170	30000_5012_342	107_1190
573	171	30000_5012_343	107_1197
574	172	30000_5012_344	107_1204
575	173	30000_5012_345	107_1211
576	174	30000_5012_346	107_1218
577	175	30000_5012_347	107_1225
578	176	30000_5012_348	107_1232
579	177	30000_5012_349	107_1239
580	178	30000_5012_350	107_1246
581	179	30000_5012_351	107_1253
582	180	30000_5012_352	107_1260
583	181	30000_5012_353	107_1267
584	182	30000_5012_354	107_1274
585	183	30000_5012_355	107_1281
586	184	30000_5012_356	107_1288
587	185	30000_5012_357	107_1295
588	186	30000_5012_358	107_1302
589	187	30000_5012_359	107_1309
590	188	30000_5012_360	107_1316
591	189	30000_5012_361	107_1323
592	190	30000_5012_362	107_1330
593	191	30000_5012_363	107_1337
594	192	30000_5012_364	107_1344
595	193	30000_5012_365	107_1351
596	194	30000_5012_366	107_1358
597	195	30000_5012_367	107_1365
598	196	30000_5012_368	107_1372
599	197	30000_5012_369	107_1379
600	198	30000_5012_370	107_1386
601	199	30000_5012_371	107_1393
602	200	30000_5012_372	107_1386
603	0	0	0
604	1	30000_5013_1	107_7
605	2	30000_5013_2	107_14
606	3	30000_5013_4	107_21
607	4	30000_5013_6	107_28
608	5	30000_5013_8	107_35
609	6	30000_5013_10	107_42
610	7	30000_5013_12	107_49
611	8	30000_5013_14	107_56
612	9	30000_5013_16	107_63
613	10	30000_5013_18	107_70
614	11	30000_5013_20	107_77
615	12	30000_5013_22	107_84
616	13	30000_5013_24	107_91
617	14	30000_5013_26	107_98
618	15	30000_5013_28	107_105
619	16	30000_5013_30	107_112
620	17	30000_5013_32	107_119
621	18	30000_5013_34	107_126
622	19	30000_5013_36	107_133
623	20	30000_5013_38	107_140
624	21	30000_5013_40	107_147
625	22	30000_5013_42	107_154
626	23	30000_5013_44	107_161
627	24	30000_5013_46	107_168
628	25	30000_5013_48	107_175
629	26	30000_5013_50	107_182
630	27	30000_5013_52	107_189
631	28	30000_5013_55	107_196
632	29	30000_5013_59	107_203
633	30	30000_5013_62	107_210
634	31	30000_5013_65	107_217
635	32	30000_5013_68	107_224
636	33	30000_5013_71	107_231
637	34	30000_5013_74	107_238
638	35	30000_5013_77	107_245
639	36	30000_5013_80	107_252
640	37	30000_5013_83	107_259
641	38	30000_5013_86	107_266
642	39	30000_5013_89	107_273
643	40	30000_5013_92	107_280
644	41	30000_5013_95	107_287
645	42	30000_5013_98	107_294
646	43	30000_5013_101	107_301
647	44	30000_5013_104	107_308
648	45	30000_5013_107	107_315
649	46	30000_5013_110	107_322
650	47	30000_5013_113	107_329
651	48	30000_5013_116	107_336
652	49	30000_5013_119	107_343
653	50	30000_5013_122	107_350
654	51	30000_5013_125	107_357
655	52	30000_5013_128	107_364
656	53	30000_5013_131	107_371
657	54	30000_5013_134	107_378
658	55	30000_5013_137	107_385
659	56	30000_5013_140	107_392
660	57	30000_5013_143	107_399
661	58	30000_5013_146	107_406
662	59	30000_5013_149	107_413
663	60	30000_5013_152	107_420
664	61	30000_5013_155	107_427
665	62	30000_5013_158	107_434
666	63	30000_5013_161	107_441
667	64	30000_5013_164	107_448
668	65	30000_5013_167	107_455
669	66	30000_5013_170	107_462
670	67	30000_5013_173	107_469
671	68	30000_5013_176	107_476
672	69	30000_5013_179	107_483
673	70	30000_5013_182	107_490
674	71	30000_5013_185	107_497
675	72	30000_5013_188	107_504
676	73	30000_5013_191	107_511
677	74	30000_5013_194	107_518
678	75	30000_5013_197	107_525
679	76	30000_5013_200	107_532
680	77	30000_5013_203	107_539
681	78	30000_5013_206	107_546
682	79	30000_5013_209	107_553
683	80	30000_5013_212	107_560
684	81	30000_5013_215	107_567
685	82	30000_5013_218	107_574
686	83	30000_5013_221	107_581
687	84	30000_5013_224	107_588
688	85	30000_5013_227	107_595
689	86	30000_5013_230	107_602
690	87	30000_5013_233	107_609
691	88	30000_5013_236	107_616
692	89	30000_5013_239	107_623
693	90	30000_5013_242	107_630
694	91	30000_5013_245	107_637
695	92	30000_5013_248	107_644
696	93	30000_5013_251	107_651
697	94	30000_5013_254	107_658
698	95	30000_5013_257	107_665
699	96	30000_5013_260	107_672
700	97	30000_5013_263	107_679
701	98	30000_5013_266	107_686
702	99	30000_5013_269	107_693
703	100	30000_5013_272	107_700
704	101	30000_5013_273	107_707
705	102	30000_5013_274	107_714
706	103	30000_5013_275	107_721
707	104	30000_5013_276	107_728
708	105	30000_5013_277	107_735
709	106	30000_5013_278	107_742
710	107	30000_5013_279	107_749
711	108	30000_5013_280	107_756
712	109	30000_5013_281	107_763
713	110	30000_5013_282	107_770
714	111	30000_5013_283	107_777
715	112	30000_5013_284	107_784
716	113	30000_5013_285	107_791
717	114	30000_5013_286	107_798
718	115	30000_5013_287	107_805
719	116	30000_5013_288	107_812
720	117	30000_5013_289	107_819
721	118	30000_5013_290	107_826
722	119	30000_5013_291	107_833
723	120	30000_5013_292	107_840
724	121	30000_5013_293	107_847
725	122	30000_5013_294	107_854
726	123	30000_5013_295	107_861
727	124	30000_5013_296	107_868
728	125	30000_5013_297	107_875
729	126	30000_5013_298	107_882
730	127	30000_5013_299	107_889
731	128	30000_5013_300	107_896
732	129	30000_5013_301	107_903
733	130	30000_5013_302	107_910
734	131	30000_5013_303	107_917
735	132	30000_5013_304	107_924
736	133	30000_5013_305	107_931
737	134	30000_5013_306	107_938
738	135	30000_5013_307	107_945
739	136	30000_5013_308	107_952
740	137	30000_5013_309	107_959
741	138	30000_5013_310	107_966
742	139	30000_5013_311	107_973
743	140	30000_5013_312	107_980
744	141	30000_5013_313	107_987
745	142	30000_5013_314	107_994
746	143	30000_5013_315	107_1001
747	144	30000_5013_316	107_1008
748	145	30000_5013_317	107_1015
749	146	30000_5013_318	107_1022
750	147	30000_5013_319	107_1029
751	148	30000_5013_320	107_1036
752	149	30000_5013_321	107_1043
753	150	30000_5013_322	107_1050
754	151	30000_5013_323	107_1057
755	152	30000_5013_324	107_1064
756	153	30000_5013_325	107_1071
757	154	30000_5013_326	107_1078
758	155	30000_5013_327	107_1085
759	156	30000_5013_328	107_1092
760	157	30000_5013_329	107_1099
761	158	30000_5013_330	107_1106
762	159	30000_5013_331	107_1113
763	160	30000_5013_332	107_1120
764	161	30000_5013_333	107_1127
765	162	30000_5013_334	107_1134
766	163	30000_5013_335	107_1141
767	164	30000_5013_336	107_1148
768	165	30000_5013_337	107_1155
769	166	30000_5013_338	107_1162
770	167	30000_5013_339	107_1169
771	168	30000_5013_340	107_1176
772	169	30000_5013_341	107_1183
773	170	30000_5013_342	107_1190
774	171	30000_5013_343	107_1197
775	172	30000_5013_344	107_1204
776	173	30000_5013_345	107_1211
777	174	30000_5013_346	107_1218
778	175	30000_5013_347	107_1225
779	176	30000_5013_348	107_1232
780	177	30000_5013_349	107_1239
781	178	30000_5013_350	107_1246
782	179	30000_5013_351	107_1253
783	180	30000_5013_352	107_1260
784	181	30000_5013_353	107_1267
785	182	30000_5013_354	107_1274
786	183	30000_5013_355	107_1281
787	184	30000_5013_356	107_1288
788	185	30000_5013_357	107_1295
789	186	30000_5013_358	107_1302
790	187	30000_5013_359	107_1309
791	188	30000_5013_360	107_1316
792	189	30000_5013_361	107_1323
793	190	30000_5013_362	107_1330
794	191	30000_5013_363	107_1337
795	192	30000_5013_364	107_1344
796	193	30000_5013_365	107_1351
797	194	30000_5013_366	107_1358
798	195	30000_5013_367	107_1365
799	196	30000_5013_368	107_1372
800	197	30000_5013_369	107_1379
801	198	30000_5013_370	107_1386
802	199	30000_5013_371	107_1393
803	200	30000_5013_372	107_1386
