id	名字	bossId	地图图片路径	怪物等级区间	装备掉率	副本类型
37	@Map_37	1037	map/map_029.png	Lv71-74	2150	0
38	@Map_38	1038	map/map_008.png	Lv73-76	2170	0
39	@Map_39	1039	map/map_011.png	Lv75-78	2190	0
40	@Map_40	1040	map/map_022.png	Lv77-80	2210	0
41	@Map_41	1041	map/map_030.png	Lv79-82	2230	0
42	@Map_42	1042	map/map_031.png	Lv81-84	2250	0
103001	@Map_103001	1030011	map/map_001.png	Lv1-3	920	1
103002	@Map_103002	1030021	map/map_001.png	Lv1-3	920	1
103003	@Map_103003	1030031	map/map_001.png	Lv1-3	920	1
103004	@Map_103004	1030041	map/map_001.png	Lv1-3	920	1
103005	@Map_103005	1030051	map/map_001.png	Lv1-3	920	1
103006	@Map_103006	1030061	map/map_001.png	Lv1-3	920	1
103007	@Map_103007	1030071	map/map_001.png	Lv1-3	920	1
103008	@Map_103008	1030081	map/map_001.png	Lv1-3	920	1
103009	@Map_103009	1030091	map/map_001.png	Lv1-3	920	1
103501	@Map_103501	1035011	map/map_001.png	Lv1-3	920	1
103502	@Map_103502	1035021	map/map_001.png	Lv1-3	920	1
103503	@Map_103503	1035031	map/map_001.png	Lv1-3	920	1
103504	@Map_103504	1035041	map/map_001.png	Lv1-3	920	1
103505	@Map_103505	1035051	map/map_001.png	Lv1-3	920	1
103506	@Map_103506	1035061	map/map_001.png	Lv1-3	920	1
103507	@Map_103507	1035071	map/map_001.png	Lv1-3	920	1
103508	@Map_103508	1035081	map/map_001.png	Lv1-3	920	1
103509	@Map_103509	1035091	map/map_001.png	Lv1-3	920	1
104001	@Map_104001	1040011	map/map_001.png	Lv1-3	920	1
104002	@Map_104002	1040021	map/map_001.png	Lv1-3	920	1
104003	@Map_104003	1040031	map/map_001.png	Lv1-3	920	1
104004	@Map_104004	1040041	map/map_001.png	Lv1-3	920	1
104005	@Map_104005	1040051	map/map_001.png	Lv1-3	920	1
104006	@Map_104006	1040061	map/map_001.png	Lv1-3	920	1
104007	@Map_104007	1040071	map/map_001.png	Lv1-3	920	1
104008	@Map_104008	1040081	map/map_001.png	Lv1-3	920	1
104009	@Map_104009	1040091	map/map_001.png	Lv1-3	920	1
104501	@Map_104501	1045011	map/map_001.png	Lv1-3	920	1
104502	@Map_104502	1045021	map/map_001.png	Lv1-3	920	1
104503	@Map_104503	1045031	map/map_001.png	Lv1-3	920	1
104504	@Map_104504	1045041	map/map_001.png	Lv1-3	920	1
104505	@Map_104505	1045051	map/map_001.png	Lv1-3	920	1
104506	@Map_104506	1045061	map/map_001.png	Lv1-3	920	1
104507	@Map_104507	1045071	map/map_001.png	Lv1-3	920	1
104508	@Map_104508	1045081	map/map_001.png	Lv1-3	920	1
104509	@Map_104509	1045091	map/map_001.png	Lv1-3	920	1
105001	@Map_105001	1050011	map/map_001.png	Lv1-3	920	1
105002	@Map_105002	1050021	map/map_001.png	Lv1-3	920	1
105003	@Map_105003	1050031	map/map_001.png	Lv1-3	920	1
105004	@Map_105004	1050041	map/map_001.png	Lv1-3	920	1
105005	@Map_105005	1050051	map/map_001.png	Lv1-3	920	1
105006	@Map_105006	1050061	map/map_001.png	Lv1-3	920	1
105007	@Map_105007	1050071	map/map_001.png	Lv1-3	920	1
105008	@Map_105008	1050081	map/map_001.png	Lv1-3	920	1
105009	@Map_105009	1050091	map/map_001.png	Lv1-3	920	1
105501	@Map_105501	1055011	map/map_001.png	Lv1-3	920	1
105502	@Map_105502	1055021	map/map_001.png	Lv1-3	920	1
105503	@Map_105503	1055031	map/map_001.png	Lv1-3	920	1
105504	@Map_105504	1055041	map/map_001.png	Lv1-3	920	1
105505	@Map_105505	1055051	map/map_001.png	Lv1-3	920	1
105506	@Map_105506	1055061	map/map_001.png	Lv1-3	920	1
105507	@Map_105507	1055071	map/map_001.png	Lv1-3	920	1
105508	@Map_105508	1055081	map/map_001.png	Lv1-3	920	1
105509	@Map_105509	1055091	map/map_001.png	Lv1-3	920	1
106001	@Map_106001	1060011	map/map_001.png	Lv1-3	920	1
106002	@Map_106002	1060021	map/map_001.png	Lv1-3	920	1
106003	@Map_106003	1060031	map/map_001.png	Lv1-3	920	1
106004	@Map_106004	1060041	map/map_001.png	Lv1-3	920	1
106005	@Map_106005	1060051	map/map_001.png	Lv1-3	920	1
106006	@Map_106006	1060061	map/map_001.png	Lv1-3	920	1
106007	@Map_106007	1060071	map/map_001.png	Lv1-3	920	1
106008	@Map_106008	1060081	map/map_001.png	Lv1-3	920	1
106009	@Map_106009	1060091	map/map_001.png	Lv1-3	920	1
106501	@Map_106501	1065011	map/map_001.png	Lv1-3	920	1
106502	@Map_106502	1065021	map/map_001.png	Lv1-3	920	1
106503	@Map_106503	1065031	map/map_001.png	Lv1-3	920	1
106504	@Map_106504	1065041	map/map_001.png	Lv1-3	920	1
106505	@Map_106505	1065051	map/map_001.png	Lv1-3	920	1
106506	@Map_106506	1065061	map/map_001.png	Lv1-3	920	1
106507	@Map_106507	1065071	map/map_001.png	Lv1-3	920	1
106508	@Map_106508	1065081	map/map_001.png	Lv1-3	920	1
106509	@Map_106509	1065091	map/map_001.png	Lv1-3	920	1
107001	@Map_107001	1070011	map/map_001.png	Lv1-3	920	1
107002	@Map_107002	1070021	map/map_001.png	Lv1-3	920	1
107003	@Map_107003	1070031	map/map_001.png	Lv1-3	920	1
107004	@Map_107004	1070041	map/map_001.png	Lv1-3	920	1
107005	@Map_107005	1070051	map/map_001.png	Lv1-3	920	1
107006	@Map_107006	1070061	map/map_001.png	Lv1-3	920	1
107007	@Map_107007	1070071	map/map_001.png	Lv1-3	920	1
107008	@Map_107008	1070081	map/map_001.png	Lv1-3	920	1
107009	@Map_107009	1070091	map/map_001.png	Lv1-3	920	1
107501	@Map_107501	1075011	map/map_001.png	Lv1-3	920	1
107502	@Map_107502	1075021	map/map_001.png	Lv1-3	920	1
107503	@Map_107503	1075031	map/map_001.png	Lv1-3	920	1
107504	@Map_107504	1075041	map/map_001.png	Lv1-3	920	1
107505	@Map_107505	1075051	map/map_001.png	Lv1-3	920	1
107506	@Map_107506	1075061	map/map_001.png	Lv1-3	920	1
107507	@Map_107507	1075071	map/map_001.png	Lv1-3	920	1
107508	@Map_107508	1075081	map/map_001.png	Lv1-3	920	1
107509	@Map_107509	1075091	map/map_001.png	Lv1-3	920	1
108001	@Map_108001	1080011	map/map_001.png	Lv1-3	920	1
108002	@Map_108002	1080021	map/map_001.png	Lv1-3	920	1
108003	@Map_108003	1080031	map/map_001.png	Lv1-3	920	1
108004	@Map_108004	1080041	map/map_001.png	Lv1-3	920	1
108005	@Map_108005	1080051	map/map_001.png	Lv1-3	920	1
108006	@Map_108006	1080061	map/map_001.png	Lv1-3	920	1
108007	@Map_108007	1080071	map/map_001.png	Lv1-3	920	1
108008	@Map_108008	1080081	map/map_001.png	Lv1-3	920	1
108009	@Map_108009	1080091	map/map_001.png	Lv1-3	920	1
108501	@Map_108501	1085011	map/map_001.png	Lv1-3	920	1
108502	@Map_108502	1085021	map/map_001.png	Lv1-3	920	1
108503	@Map_108503	1085031	map/map_001.png	Lv1-3	920	1
108504	@Map_108504	1085041	map/map_001.png	Lv1-3	920	1
108505	@Map_108505	1085051	map/map_001.png	Lv1-3	920	1
108506	@Map_108506	1085061	map/map_001.png	Lv1-3	920	1
108507	@Map_108507	1085071	map/map_001.png	Lv1-3	920	1
108508	@Map_108508	1085081	map/map_001.png	Lv1-3	920	1
108509	@Map_108509	1085091	map/map_001.png	Lv1-3	920	1
109001	@Map_109001	1090011	map/map_001.png	Lv1-3	920	1
109002	@Map_109002	1090021	map/map_001.png	Lv1-3	920	1
109003	@Map_109003	1090031	map/map_001.png	Lv1-3	920	1
109004	@Map_109004	1090041	map/map_001.png	Lv1-3	920	1
109005	@Map_109005	1090051	map/map_001.png	Lv1-3	920	1
109006	@Map_109006	1090061	map/map_001.png	Lv1-3	920	1
109007	@Map_109007	1090071	map/map_001.png	Lv1-3	920	1
109008	@Map_109008	1090081	map/map_001.png	Lv1-3	920	1
109009	@Map_109009	1090091	map/map_001.png	Lv1-3	920	1
109501	@Map_109501	1095011	map/map_001.png	Lv1-3	920	1
109502	@Map_109502	1095021	map/map_001.png	Lv1-3	920	1
109503	@Map_109503	1095031	map/map_001.png	Lv1-3	920	1
109504	@Map_109504	1095041	map/map_001.png	Lv1-3	920	1
109505	@Map_109505	1095051	map/map_001.png	Lv1-3	920	1
109506	@Map_109506	1095061	map/map_001.png	Lv1-3	920	1
109507	@Map_109507	1095071	map/map_001.png	Lv1-3	920	1
109508	@Map_109508	1095081	map/map_001.png	Lv1-3	920	1
109509	@Map_109509	1095091	map/map_001.png	Lv1-3	920	1
110001	@Map_110001	1100011	map/map_001.png	Lv1-3	920	1
110002	@Map_110002	1100021	map/map_001.png	Lv1-3	920	1
110003	@Map_110003	1100031	map/map_001.png	Lv1-3	920	1
110004	@Map_110004	1100041	map/map_001.png	Lv1-3	920	1
110005	@Map_110005	1100051	map/map_001.png	Lv1-3	920	1
110006	@Map_110006	1100061	map/map_001.png	Lv1-3	920	1
110007	@Map_110007	1100071	map/map_001.png	Lv1-3	920	1
110008	@Map_110008	1100081	map/map_001.png	Lv1-3	920	1
110009	@Map_110009	1100091	map/map_001.png	Lv1-3	920	1
203001	@Map_203001	2030011	map/map_001.png	Lv1-3	920	2
203002	@Map_203002	2030021	map/map_001.png	Lv1-3	920	2
203003	@Map_203003	2030031	map/map_001.png	Lv1-3	920	2
203004	@Map_203004	2030041	map/map_001.png	Lv1-3	920	2
203005	@Map_203005	2030051	map/map_001.png	Lv1-3	920	2
203006	@Map_203006	2030061	map/map_001.png	Lv1-3	920	2
203007	@Map_203007	2030071	map/map_001.png	Lv1-3	920	2
203008	@Map_203008	2030081	map/map_001.png	Lv1-3	920	2
203009	@Map_203009	2030091	map/map_001.png	Lv1-3	920	2
203501	@Map_203501	2035011	map/map_001.png	Lv1-3	920	2
203502	@Map_203502	2035021	map/map_001.png	Lv1-3	920	2
203503	@Map_203503	2035031	map/map_001.png	Lv1-3	920	2
203504	@Map_203504	2035041	map/map_001.png	Lv1-3	920	2
203505	@Map_203505	2035051	map/map_001.png	Lv1-3	920	2
203506	@Map_203506	2035061	map/map_001.png	Lv1-3	920	2
203507	@Map_203507	2035071	map/map_001.png	Lv1-3	920	2
203508	@Map_203508	2035081	map/map_001.png	Lv1-3	920	2
203509	@Map_203509	2035091	map/map_001.png	Lv1-3	920	2
204001	@Map_204001	2040011	map/map_001.png	Lv1-3	920	2
204002	@Map_204002	2040021	map/map_001.png	Lv1-3	920	2
204003	@Map_204003	2040031	map/map_001.png	Lv1-3	920	2
204004	@Map_204004	2040041	map/map_001.png	Lv1-3	920	2
204005	@Map_204005	2040051	map/map_001.png	Lv1-3	920	2
204006	@Map_204006	2040061	map/map_001.png	Lv1-3	920	2
204007	@Map_204007	2040071	map/map_001.png	Lv1-3	920	2
204008	@Map_204008	2040081	map/map_001.png	Lv1-3	920	2
204009	@Map_204009	2040091	map/map_001.png	Lv1-3	920	2
204501	@Map_204501	2045011	map/map_001.png	Lv1-3	920	2
204502	@Map_204502	2045021	map/map_001.png	Lv1-3	920	2
204503	@Map_204503	2045031	map/map_001.png	Lv1-3	920	2
204504	@Map_204504	2045041	map/map_001.png	Lv1-3	920	2
204505	@Map_204505	2045051	map/map_001.png	Lv1-3	920	2
204506	@Map_204506	2045061	map/map_001.png	Lv1-3	920	2
204507	@Map_204507	2045071	map/map_001.png	Lv1-3	920	2
204508	@Map_204508	2045081	map/map_001.png	Lv1-3	920	2
204509	@Map_204509	2045091	map/map_001.png	Lv1-3	920	2
205001	@Map_205001	2050011	map/map_001.png	Lv1-3	920	2
205002	@Map_205002	2050021	map/map_001.png	Lv1-3	920	2
205003	@Map_205003	2050031	map/map_001.png	Lv1-3	920	2
205004	@Map_205004	2050041	map/map_001.png	Lv1-3	920	2
205005	@Map_205005	2050051	map/map_001.png	Lv1-3	920	2
205006	@Map_205006	2050061	map/map_001.png	Lv1-3	920	2
205007	@Map_205007	2050071	map/map_001.png	Lv1-3	920	2
205008	@Map_205008	2050081	map/map_001.png	Lv1-3	920	2
205009	@Map_205009	2050091	map/map_001.png	Lv1-3	920	2
205501	@Map_205501	2055011	map/map_001.png	Lv1-3	920	2
205502	@Map_205502	2055021	map/map_001.png	Lv1-3	920	2
205503	@Map_205503	2055031	map/map_001.png	Lv1-3	920	2
205504	@Map_205504	2055041	map/map_001.png	Lv1-3	920	2
205505	@Map_205505	2055051	map/map_001.png	Lv1-3	920	2
205506	@Map_205506	2055061	map/map_001.png	Lv1-3	920	2
205507	@Map_205507	2055071	map/map_001.png	Lv1-3	920	2
205508	@Map_205508	2055081	map/map_001.png	Lv1-3	920	2
205509	@Map_205509	2055091	map/map_001.png	Lv1-3	920	2
206001	@Map_206001	2060011	map/map_001.png	Lv1-3	920	2
206002	@Map_206002	2060021	map/map_001.png	Lv1-3	920	2
206003	@Map_206003	2060031	map/map_001.png	Lv1-3	920	2
206004	@Map_206004	2060041	map/map_001.png	Lv1-3	920	2
206005	@Map_206005	2060051	map/map_001.png	Lv1-3	920	2
206006	@Map_206006	2060061	map/map_001.png	Lv1-3	920	2
206007	@Map_206007	2060071	map/map_001.png	Lv1-3	920	2
206008	@Map_206008	2060081	map/map_001.png	Lv1-3	920	2
206009	@Map_206009	2060091	map/map_001.png	Lv1-3	920	2
206501	@Map_206501	2065011	map/map_001.png	Lv1-3	920	2
206502	@Map_206502	2065021	map/map_001.png	Lv1-3	920	2
206503	@Map_206503	2065031	map/map_001.png	Lv1-3	920	2
206504	@Map_206504	2065041	map/map_001.png	Lv1-3	920	2
206505	@Map_206505	2065051	map/map_001.png	Lv1-3	920	2
206506	@Map_206506	2065061	map/map_001.png	Lv1-3	920	2
206507	@Map_206507	2065071	map/map_001.png	Lv1-3	920	2
206508	@Map_206508	2065081	map/map_001.png	Lv1-3	920	2
206509	@Map_206509	2065091	map/map_001.png	Lv1-3	920	2
207001	@Map_207001	2070011	map/map_001.png	Lv1-3	920	2
207002	@Map_207002	2070021	map/map_001.png	Lv1-3	920	2
207003	@Map_207003	2070031	map/map_001.png	Lv1-3	920	2
207004	@Map_207004	2070041	map/map_001.png	Lv1-3	920	2
207005	@Map_207005	2070051	map/map_001.png	Lv1-3	920	2
207006	@Map_207006	2070061	map/map_001.png	Lv1-3	920	2
207007	@Map_207007	2070071	map/map_001.png	Lv1-3	920	2
207008	@Map_207008	2070081	map/map_001.png	Lv1-3	920	2
207009	@Map_207009	2070091	map/map_001.png	Lv1-3	920	2
207501	@Map_207501	2075011	map/map_001.png	Lv1-3	920	2
207502	@Map_207502	2075021	map/map_001.png	Lv1-3	920	2
207503	@Map_207503	2075031	map/map_001.png	Lv1-3	920	2
207504	@Map_207504	2075041	map/map_001.png	Lv1-3	920	2
207505	@Map_207505	2075051	map/map_001.png	Lv1-3	920	2
207506	@Map_207506	2075061	map/map_001.png	Lv1-3	920	2
207507	@Map_207507	2075071	map/map_001.png	Lv1-3	920	2
207508	@Map_207508	2075081	map/map_001.png	Lv1-3	920	2
207509	@Map_207509	2075091	map/map_001.png	Lv1-3	920	2
208001	@Map_208001	2080011	map/map_001.png	Lv1-3	920	2
208002	@Map_208002	2080021	map/map_001.png	Lv1-3	920	2
208003	@Map_208003	2080031	map/map_001.png	Lv1-3	920	2
208004	@Map_208004	2080041	map/map_001.png	Lv1-3	920	2
208005	@Map_208005	2080051	map/map_001.png	Lv1-3	920	2
208006	@Map_208006	2080061	map/map_001.png	Lv1-3	920	2
208007	@Map_208007	2080071	map/map_001.png	Lv1-3	920	2
208008	@Map_208008	2080081	map/map_001.png	Lv1-3	920	2
208009	@Map_208009	2080091	map/map_001.png	Lv1-3	920	2
208501	@Map_208501	2085011	map/map_001.png	Lv1-3	920	2
208502	@Map_208502	2085021	map/map_001.png	Lv1-3	920	2
208503	@Map_208503	2085031	map/map_001.png	Lv1-3	920	2
208504	@Map_208504	2085041	map/map_001.png	Lv1-3	920	2
208505	@Map_208505	2085051	map/map_001.png	Lv1-3	920	2
208506	@Map_208506	2085061	map/map_001.png	Lv1-3	920	2
208507	@Map_208507	2085071	map/map_001.png	Lv1-3	920	2
208508	@Map_208508	2085081	map/map_001.png	Lv1-3	920	2
208509	@Map_208509	2085091	map/map_001.png	Lv1-3	920	2
209001	@Map_209001	2090011	map/map_001.png	Lv1-3	920	2
209002	@Map_209002	2090021	map/map_001.png	Lv1-3	920	2
209003	@Map_209003	2090031	map/map_001.png	Lv1-3	920	2
209004	@Map_209004	2090041	map/map_001.png	Lv1-3	920	2
209005	@Map_209005	2090051	map/map_001.png	Lv1-3	920	2
209006	@Map_209006	2090061	map/map_001.png	Lv1-3	920	2
209007	@Map_209007	2090071	map/map_001.png	Lv1-3	920	2
209008	@Map_209008	2090081	map/map_001.png	Lv1-3	920	2
209009	@Map_209009	2090091	map/map_001.png	Lv1-3	920	2
209501	@Map_209501	2095011	map/map_001.png	Lv1-3	920	2
209502	@Map_209502	2095021	map/map_001.png	Lv1-3	920	2
209503	@Map_209503	2095031	map/map_001.png	Lv1-3	920	2
209504	@Map_209504	2095041	map/map_001.png	Lv1-3	920	2
209505	@Map_209505	2095051	map/map_001.png	Lv1-3	920	2
209506	@Map_209506	2095061	map/map_001.png	Lv1-3	920	2
209507	@Map_209507	2095071	map/map_001.png	Lv1-3	920	2
209508	@Map_209508	2095081	map/map_001.png	Lv1-3	920	2
209509	@Map_209509	2095091	map/map_001.png	Lv1-3	920	2
210001	@Map_210001	2100011	map/map_001.png	Lv1-3	920	2
210002	@Map_210002	2100021	0	Lv1-3	920	2
210003	@Map_210003	2100031	0	Lv1-3	920	2
210004	@Map_210004	2100041	0	Lv1-3	920	2
210005	@Map_210005	2100051	0	Lv1-3	920	2
210006	@Map_210006	2100061	0	Lv1-3	920	2
210007	@Map_210007	2100071	0	Lv1-3	920	2
210008	@Map_210008	2100081	0	Lv1-3	920	2
210009	@Map_210009	2100091	0	Lv1-3	920	2
303001	@Map_303001	3030011	0	Lv1-3	920	3
303002	@Map_303002	3030021	0	Lv1-3	920	3
303003	@Map_303003	3030031	0	Lv1-3	920	3
303004	@Map_303004	3030041	0	Lv1-3	920	3
303005	@Map_303005	3030051	0	Lv1-3	920	3
303006	@Map_303006	3030061	0	Lv1-3	920	3
303007	@Map_303007	3030071	0	Lv1-3	920	3
303008	@Map_303008	3030081	0	Lv1-3	920	3
303009	@Map_303009	3030091	0	Lv1-3	920	3
303501	@Map_303501	3035011	0	Lv1-3	920	3
303502	@Map_303502	3035021	0	Lv1-3	920	3
303503	@Map_303503	3035031	0	Lv1-3	920	3
303504	@Map_303504	3035041	0	Lv1-3	920	3
303505	@Map_303505	3035051	0	Lv1-3	920	3
303506	@Map_303506	3035061	0	Lv1-3	920	3
303507	@Map_303507	3035071	0	Lv1-3	920	3
303508	@Map_303508	3035081	0	Lv1-3	920	3
303509	@Map_303509	3035091	0	Lv1-3	920	3
304001	@Map_304001	3040011	0	Lv1-3	920	3
304002	@Map_304002	3040021	0	Lv1-3	920	3
304003	@Map_304003	3040031	0	Lv1-3	920	3
304004	@Map_304004	3040041	0	Lv1-3	920	3
304005	@Map_304005	3040051	0	Lv1-3	920	3
304006	@Map_304006	3040061	0	Lv1-3	920	3
304007	@Map_304007	3040071	0	Lv1-3	920	3
304008	@Map_304008	3040081	0	Lv1-3	920	3
304009	@Map_304009	3040091	0	Lv1-3	920	3
304501	@Map_304501	3045011	0	Lv1-3	920	3
304502	@Map_304502	3045021	0	Lv1-3	920	3
304503	@Map_304503	3045031	0	Lv1-3	920	3
304504	@Map_304504	3045041	0	Lv1-3	920	3
304505	@Map_304505	3045051	0	Lv1-3	920	3
304506	@Map_304506	3045061	0	Lv1-3	920	3
304507	@Map_304507	3045071	0	Lv1-3	920	3
304508	@Map_304508	3045081	0	Lv1-3	920	3
304509	@Map_304509	3045091	0	Lv1-3	920	3
305001	@Map_305001	3050011	0	Lv1-3	920	3
305002	@Map_305002	3050021	0	Lv1-3	920	3
305003	@Map_305003	3050031	0	Lv1-3	920	3
305004	@Map_305004	3050041	0	Lv1-3	920	3
305005	@Map_305005	3050051	0	Lv1-3	920	3
305006	@Map_305006	3050061	0	Lv1-3	920	3
305007	@Map_305007	3050071	0	Lv1-3	920	3
305008	@Map_305008	3050081	0	Lv1-3	920	3
305009	@Map_305009	3050091	0	Lv1-3	920	3
305501	@Map_305501	3055011	0	Lv1-3	920	3
305502	@Map_305502	3055021	0	Lv1-3	920	3
305503	@Map_305503	3055031	0	Lv1-3	920	3
305504	@Map_305504	3055041	0	Lv1-3	920	3
305505	@Map_305505	3055051	0	Lv1-3	920	3
305506	@Map_305506	3055061	0	Lv1-3	920	3
305507	@Map_305507	3055071	0	Lv1-3	920	3
305508	@Map_305508	3055081	0	Lv1-3	920	3
305509	@Map_305509	3055091	0	Lv1-3	920	3
306001	@Map_306001	3060011	0	Lv1-3	920	3
306002	@Map_306002	3060021	0	Lv1-3	920	3
306003	@Map_306003	3060031	0	Lv1-3	920	3
306004	@Map_306004	3060041	0	Lv1-3	920	3
306005	@Map_306005	3060051	0	Lv1-3	920	3
306006	@Map_306006	3060061	0	Lv1-3	920	3
306007	@Map_306007	3060071	0	Lv1-3	920	3
306008	@Map_306008	3060081	0	Lv1-3	920	3
306009	@Map_306009	3060091	0	Lv1-3	920	3
306501	@Map_306501	3065011	0	Lv1-3	920	3
306502	@Map_306502	3065021	0	Lv1-3	920	3
306503	@Map_306503	3065031	0	Lv1-3	920	3
306504	@Map_306504	3065041	0	Lv1-3	920	3
306505	@Map_306505	3065051	0	Lv1-3	920	3
306506	@Map_306506	3065061	0	Lv1-3	920	3
306507	@Map_306507	3065071	0	Lv1-3	920	3
306508	@Map_306508	3065081	0	Lv1-3	920	3
306509	@Map_306509	3065091	0	Lv1-3	920	3
307001	@Map_307001	3070011	0	Lv1-3	920	3
307002	@Map_307002	3070021	0	Lv1-3	920	3
307003	@Map_307003	3070031	0	Lv1-3	920	3
307004	@Map_307004	3070041	0	Lv1-3	920	3
307005	@Map_307005	3070051	0	Lv1-3	920	3
307006	@Map_307006	3070061	0	Lv1-3	920	3
307007	@Map_307007	3070071	0	Lv1-3	920	3
307008	@Map_307008	3070081	0	Lv1-3	920	3
307009	@Map_307009	3070091	0	Lv1-3	920	3
307501	@Map_307501	3075011	0	Lv1-3	920	3
307502	@Map_307502	3075021	0	Lv1-3	920	3
307503	@Map_307503	3075031	0	Lv1-3	920	3
307504	@Map_307504	3075041	0	Lv1-3	920	3
307505	@Map_307505	3075051	0	Lv1-3	920	3
307506	@Map_307506	3075061	0	Lv1-3	920	3
307507	@Map_307507	3075071	0	Lv1-3	920	3
307508	@Map_307508	3075081	0	Lv1-3	920	3
307509	@Map_307509	3075091	0	Lv1-3	920	3
308001	@Map_308001	3080011	0	Lv1-3	920	3
308002	@Map_308002	3080021	0	Lv1-3	920	3
308003	@Map_308003	3080031	0	Lv1-3	920	3
308004	@Map_308004	3080041	0	Lv1-3	920	3
308005	@Map_308005	3080051	0	Lv1-3	920	3
308006	@Map_308006	3080061	0	Lv1-3	920	3
308007	@Map_308007	3080071	0	Lv1-3	920	3
308008	@Map_308008	3080081	0	Lv1-3	920	3
308009	@Map_308009	3080091	0	Lv1-3	920	3
308501	@Map_308501	3085011	0	Lv1-3	920	3
308502	@Map_308502	3085021	0	Lv1-3	920	3
308503	@Map_308503	3085031	0	Lv1-3	920	3
308504	@Map_308504	3085041	0	Lv1-3	920	3
308505	@Map_308505	3085051	0	Lv1-3	920	3
308506	@Map_308506	3085061	0	Lv1-3	920	3
308507	@Map_308507	3085071	0	Lv1-3	920	3
308508	@Map_308508	3085081	0	Lv1-3	920	3
308509	@Map_308509	3085091	0	Lv1-3	920	3
309001	@Map_309001	3090011	0	Lv1-3	920	3
309002	@Map_309002	3090021	0	Lv1-3	920	3
309003	@Map_309003	3090031	0	Lv1-3	920	3
309004	@Map_309004	3090041	0	Lv1-3	920	3
309005	@Map_309005	3090051	0	Lv1-3	920	3
309006	@Map_309006	3090061	0	Lv1-3	920	3
309007	@Map_309007	3090071	0	Lv1-3	920	3
309008	@Map_309008	3090081	0	Lv1-3	920	3
309009	@Map_309009	3090091	0	Lv1-3	920	3
309501	@Map_309501	3095011	0	Lv1-3	920	3
309502	@Map_309502	3095021	0	Lv1-3	920	3
309503	@Map_309503	3095031	0	Lv1-3	920	3
309504	@Map_309504	3095041	0	Lv1-3	920	3
309505	@Map_309505	3095051	0	Lv1-3	920	3
309506	@Map_309506	3095061	0	Lv1-3	920	3
309507	@Map_309507	3095071	0	Lv1-3	920	3
309508	@Map_309508	3095081	0	Lv1-3	920	3
309509	@Map_309509	3095091	0	Lv1-3	920	3
310001	@Map_310001	3100011	0	Lv1-3	920	3
310002	@Map_310002	3100021	0	Lv1-3	920	3
310003	@Map_310003	3100031	0	Lv1-3	920	3
310004	@Map_310004	3100041	0	Lv1-3	920	3
310005	@Map_310005	3100051	0	Lv1-3	920	3
310006	@Map_310006	3100061	0	Lv1-3	920	3
310007	@Map_310007	3100071	0	Lv1-3	920	3
310008	@Map_310008	3100081	0	Lv1-3	920	3
310009	@Map_310009	3100091	0	Lv1-3	920	3
