id	isOpen	name	part	部位	quality	level	profession	smeltGain	costItem1	costItem2	costCoin	costReo	washCoinCost	equipAttr	装备图标	打孔消耗	星级	套装	套装品阶	进化材料	进化ID	套装副属性	升级装备ID	升级固定材料	升级优先材料	升级混合材料	升级可变材料总数	套装分解	装备评分	专属id
1015	1	@Equip_Name_1015	@EquipPart_5	5	6	1	0	0	0	0	0	0	0	113_3411_3411,114_3411_3411,108_1365_1365	equipment/NG_E_1015.png	0	3	7	0	0	0	0	0		0	0	0	0	5581	0
1016	1	@Equip_Name_1016	@EquipPart_5	5	6	1	0	0	0	0	0	0	0	113_4264_4264,114_4264_4264,108_1706_1706	equipment/NG_E_1016.png	0	4	8	0	0	0	0	0		0	0	0	0	6378	0
2001	1	@Equip_Name_2001	@EquipPart_4	4	1	1	0	0	0	0	0	0	0	101_1200_1200,106_96_96	equipment/NG_E_2001.png	0	1	0	0	0	0	0	0		0	0	0	0	176	0
2002	1	@Equip_Name_2002	@EquipPart_4	4	2	1	0	0	0	0	0	0	0	101_1560_1560,106_120_120	equipment/NG_E_2002.png	0	1	0	0	0	0	0	0	40000_2001_3,10000_1002_500	0	0	0	0	251	0
2003	1	@Equip_Name_2003	@EquipPart_4	4	2	1	0	0	0	0	0	0	0	101_2028_2028,106_150_150	equipment/NG_E_2003.png	0	2	0	0	0	0	0	0	40000_2002_3,10000_1002_1500	0	0	0	0	301	0
2004	1	@Equip_Name_2004	@EquipPart_4	4	3	1	0	0	0	0	0	0	0	101_2637_2637,106_188_188	equipment/NG_E_2004.png	0	1	0	0	0	0	0	0	40000_2003_3,10000_1002_4500	0	0	0	0	500	0
2005	1	@Equip_Name_2005	@EquipPart_4	4	3	1	0	0	0	0	0	0	0	101_3428_3428,106_235_235	equipment/NG_E_2005.png	0	2	0	0	0	0	0	0	40000_2004_3,10000_1002_13500	0	0	0	0	626	0
2006	1	@Equip_Name_2006	@EquipPart_4	4	4	1	0	0	0	0	0	0	0	101_4456_4456,106_293_293	equipment/NG_E_2006.png	0	1	0	0	0	0	0	0	40000_2005_3,10000_1002_40500	0	0	0	0	1251	0
2007	1	@Equip_Name_2007	@EquipPart_4	4	4	1	0	0	0	0	0	0	0	101_5793_5793,106_367_367	equipment/NG_E_2007.png	0	2	0	0	0	0	0	0	40000_2006_3,10000_1002_121500	0	0	0	0	1625	0
2008	1	@Equip_Name_2008	@EquipPart_4	4	4	1	0	0	0	0	0	0	0	101_7530_7530,106_458_458	equipment/NG_E_2008.png	0	3	0	0	0	0	0	0	40000_2007_3,10000_1002_364500	0	0	0	0	2050	0
2009	1	@Equip_Name_2009	@EquipPart_4	4	5	1	0	0	0	0	0	0	0	101_9789_9789,106_573_573	equipment/NG_E_2009.png	0	1	1	0	0	0	0	0	40000_2008_3,10000_1002_456000	0	0	0	0	3125	0
2010	1	@Equip_Name_2010	@EquipPart_4	4	5	1	0	0	0	0	0	0	0	101_12726_12726,106_716_716	equipment/NG_E_2010.png	0	2	2	0	0	0	0	0	40000_2009_3,10000_1002_570000	0	0	0	0	3875	0
2011	1	@Equip_Name_2011	@EquipPart_4	4	5	1	0	0	0	0	0	0	0	101_16544_16544,106_895_895	equipment/NG_E_2011.png	0	3	3	0	0	0	0	0	40000_2010_3,10000_1002_713000	0	0	0	0	4750	0
2012	1	@Equip_Name_2012	@EquipPart_4	4	5	1	0	0	0	0	0	0	0	101_21506_21506,106_1118_1118	equipment/NG_E_2012.png	0	4	4	0	0	0	0	0	40000_2011_3,10000_1002_892000	0	0	0	0	5750	0
2013	1	@Equip_Name_2013	@EquipPart_4	4	6	1	0	0	0	0	0	0	0	101_27958_27958,106_1397_1397	equipment/NG_E_2013.png	0	1	5	0	0	0	0	0	40000_2012_3,10000_1002_1115000	0	0	0	0	7500	0
2014	1	@Equip_Name_2014	@EquipPart_4	4	6	1	0	0	0	0	0	0	0	101_36346_36346,106_1747_1747	equipment/NG_E_2014.png	0	2	6	0	0	0	0	0		0	0	0	0	9000	0
2015	1	@Equip_Name_2015	@EquipPart_4	4	6	1	0	0	0	0	0	0	0	101_47249_47249,106_2183_2183	equipment/NG_E_2015.png	0	3	7	0	0	0	0	0		0	0	0	0	10499	0
2016	1	@Equip_Name_2016	@EquipPart_4	4	6	1	0	0	0	0	0	0	0	101_61424_61424,106_2729_2729	equipment/NG_E_2016.png	0	4	8	0	0	0	0	0		0	0	0	0	11999	0
3001	1	@Equip_Name_3001	@EquipPart_2	2	1	1	0	0	0	0	0	0	0	111_96_96,107_24_24	equipment/NG_E_3001.png	0	1	0	0	0	0	0	0		0	0	0	0	62	0
3002	1	@Equip_Name_3002	@EquipPart_2	2	2	1	0	0	0	0	0	0	0	111_120_120,107_30_30	equipment/NG_E_3002.png	0	1	0	0	0	0	0	0	40000_3001_3,10000_1002_500	0	0	0	0	89	0
3003	1	@Equip_Name_3003	@EquipPart_2	2	2	1	0	0	0	0	0	0	0	111_150_150,107_38_38	equipment/NG_E_3003.png	0	2	0	0	0	0	0	0	40000_3002_3,10000_1002_1500	0	0	0	0	107	0
3004	1	@Equip_Name_3004	@EquipPart_2	2	3	1	0	0	0	0	0	0	0	111_188_188,107_47_47	equipment/NG_E_3004.png	0	1	0	0	0	0	0	0	40000_3003_3,10000_1002_4500	0	0	0	0	177	0
3005	1	@Equip_Name_3005	@EquipPart_2	2	3	1	0	0	0	0	0	0	0	111_235_235,107_59_59	equipment/NG_E_3005.png	0	2	0	0	0	0	0	0	40000_3004_3,10000_1002_13500	0	0	0	0	222	0
3006	1	@Equip_Name_3006	@EquipPart_2	2	4	1	0	0	0	0	0	0	0	111_293_293,107_74_74	equipment/NG_E_3006.png	0	1	0	0	0	0	0	0	40000_3005_3,10000_1002_40500	0	0	0	0	443	0
3007	1	@Equip_Name_3007	@EquipPart_2	2	4	1	0	0	0	0	0	0	0	111_367_367,107_92_92	equipment/NG_E_3007.png	0	2	0	0	0	0	0	0	40000_3006_3,10000_1002_121500	0	0	0	0	577	0
3008	1	@Equip_Name_3008	@EquipPart_2	2	4	1	0	0	0	0	0	0	0	111_458_458,107_115_115	equipment/NG_E_3008.png	0	3	0	0	0	0	0	0	40000_3007_3,10000_1002_364500	0	0	0	0	726	0
3009	1	@Equip_Name_3009	@EquipPart_2	2	5	1	0	0	0	0	0	0	0	111_573_573,107_144_144	equipment/NG_E_3009.png	0	1	1	0	0	0	0	0	40000_3008_3,10000_1002_456000	0	0	0	0	1107	0
3010	1	@Equip_Name_3010	@EquipPart_2	2	5	1	0	0	0	0	0	0	0	111_716_716,107_179_179	equipment/NG_E_3010.png	0	2	2	0	0	0	0	0	40000_3009_3,10000_1002_570000	0	0	0	0	1374	0
3011	1	@Equip_Name_3011	@EquipPart_2	2	5	1	0	0	0	0	0	0	0	111_895_895,107_224_224	equipment/NG_E_3011.png	0	3	3	0	0	0	0	0	40000_3010_3,10000_1002_713000	0	0	0	0	1684	0
3012	1	@Equip_Name_3012	@EquipPart_2	2	5	1	0	0	0	0	0	0	0	111_1118_1118,107_280_280	equipment/NG_E_3012.png	0	4	4	0	0	0	0	0	40000_3011_3,10000_1002_892000	0	0	0	0	2038	0
3013	1	@Equip_Name_3013	@EquipPart_2	2	6	1	0	0	0	0	0	0	0	111_1397_1397,107_350_350	equipment/NG_E_3013.png	0	1	5	0	0	0	0	0	40000_3012_3,10000_1002_1115000	0	0	0	0	2657	0
3014	1	@Equip_Name_3014	@EquipPart_2	2	6	1	0	0	0	0	0	0	0	111_1747_1747,107_437_437	equipment/NG_E_3014.png	0	2	6	0	0	0	0	0		0	0	0	0	3188	0
3015	1	@Equip_Name_3015	@EquipPart_2	2	6	1	0	0	0	0	0	0	0	111_2183_2183,107_546_546	equipment/NG_E_3015.png	0	3	7	0	0	0	0	0		0	0	0	0	3721	0
3016	1	@Equip_Name_3016	@EquipPart_2	2	6	1	0	0	0	0	0	0	0	111_2729_2729,107_683_683	equipment/NG_E_3016.png	0	4	8	0	0	0	0	0		0	0	0	0	4252	0
4001	1	@Equip_Name_4001	@EquipPart_8	8	1	1	0	0	0	0	0	0	0	109_84_84,110_71_71	equipment/NG_E_4001.png	0	1	0	0	0	0	0	0		0	0	0	0	117	0
4002	1	@Equip_Name_4002	@EquipPart_8	8	2	1	0	0	0	0	0	0	0	109_105_105,110_89_89	equipment/NG_E_4002.png	0	1	0	0	0	0	0	0	40000_4001_3,10000_1002_500	0	0	0	0	167	0
4003	1	@Equip_Name_4003	@EquipPart_8	8	2	1	0	0	0	0	0	0	0	109_132_132,110_111_111	equipment/NG_E_4003.png	0	2	0	0	0	0	0	0	40000_4002_3,10000_1002_1500	0	0	0	0	200	0
4004	1	@Equip_Name_4004	@EquipPart_8	8	3	1	0	0	0	0	0	0	0	109_165_165,110_139_139	equipment/NG_E_4004.png	0	1	0	0	0	0	0	0	40000_4003_3,10000_1002_4500	0	0	0	0	334	0
4005	1	@Equip_Name_4005	@EquipPart_8	8	3	1	0	0	0	0	0	0	0	109_206_206,110_174_174	equipment/NG_E_4005.png	0	2	0	0	0	0	0	0	40000_4004_3,10000_1002_13500	0	0	0	0	417	0
4006	1	@Equip_Name_4006	@EquipPart_8	8	4	1	0	0	0	0	0	0	0	109_257_257,110_217_217	equipment/NG_E_4006.png	0	1	0	0	0	0	0	0	40000_4005_3,10000_1002_40500	0	0	0	0	834	0
4007	1	@Equip_Name_4007	@EquipPart_8	8	4	1	0	0	0	0	0	0	0	109_321_321,110_271_271	equipment/NG_E_4007.png	0	2	0	0	0	0	0	0	40000_4006_3,10000_1002_121500	0	0	0	0	1084	0
4008	1	@Equip_Name_4008	@EquipPart_8	8	4	1	0	0	0	0	0	0	0	109_401_401,110_339_339	equipment/NG_E_4008.png	0	3	0	0	0	0	0	0	40000_4007_3,10000_1002_364500	0	0	0	0	1367	0
4009	1	@Equip_Name_4009	@EquipPart_8	8	5	1	0	0	0	0	0	0	0	109_501_501,110_424_424	equipment/NG_E_4009.png	0	1	1	0	0	0	0	0	40000_4008_3,10000_1002_456000	0	0	0	0	2084	0
4010	1	@Equip_Name_4010	@EquipPart_8	8	5	1	0	0	0	0	0	0	0	109_626_626,110_529_529	equipment/NG_E_4010.png	0	2	2	0	0	0	0	0	40000_4009_3,10000_1002_570000	0	0	0	0	2583	0
4011	1	@Equip_Name_4011	@EquipPart_8	8	5	1	0	0	0	0	0	0	0	109_783_783,110_662_662	equipment/NG_E_4011.png	0	3	3	0	0	0	0	0	40000_4010_3,10000_1002_713000	0	0	0	0	3167	0
4012	1	@Equip_Name_4012	@EquipPart_8	8	5	1	0	0	0	0	0	0	0	109_978_978,110_827_827	equipment/NG_E_4012.png	0	4	4	0	0	0	0	0	40000_4011_3,10000_1002_892000	0	0	0	0	3834	0
4013	1	@Equip_Name_4013	@EquipPart_8	8	6	1	0	0	0	0	0	0	0	109_1223_1223,110_1034_1034	equipment/NG_E_4013.png	0	1	5	0	0	0	0	0	40000_4012_3,10000_1002_1115000	0	0	0	0	5000	0
4014	1	@Equip_Name_4014	@EquipPart_8	8	6	1	0	0	0	0	0	0	0	109_1528_1528,110_1292_1292	equipment/NG_E_4014.png	0	2	6	0	0	0	0	0		0	0	0	0	6000	0
4015	1	@Equip_Name_4015	@EquipPart_8	8	6	1	0	0	0	0	0	0	0	109_1910_1910,110_1615_1615	equipment/NG_E_4015.png	0	3	7	0	0	0	0	0		0	0	0	0	7000	0
4016	1	@Equip_Name_4016	@EquipPart_8	8	6	1	0	0	0	0	0	0	0	109_2388_2388,110_2018_2018	equipment/NG_E_4016.png	0	4	8	0	0	0	0	0		0	0	0	0	8000	0
10101	1	@Equip_Name_10101	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	113_792_792,108_115_115	equipment/NG_E_10101.png	0	1	0	0	0	0	0	10102		0	0	0	0	2390	101
10102	1	@Equip_Name_10101	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	113_880_880,108_128_128	equipment/NG_E_10101.png	0	2	0	0	0	0	0	10103	30000_10101_60	0	0	0	0	2476	101
10103	1	@Equip_Name_10101	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	113_978_978,108_142_142	equipment/NG_E_10101.png	0	3	0	0	0	0	0	10104	30000_10101_90	0	0	0	0	2562	101
10104	1	@Equip_Name_10101	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	113_1087_1087,108_158_158	equipment/NG_E_10101.png	0	4	0	0	0	0	0	10105	30000_10101_120	0	0	0	0	2648	101
10105	1	@Equip_Name_10101	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	113_1208_1208,108_175_175	equipment/NG_E_10101.png	0	5	0	0	0	0	0	10106	30000_10101_150	0	0	0	0	2734	101
10106	1	@Equip_Name_10101	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	113_1342_1342,108_194_194	equipment/NG_E_10101.png	0	6	0	0	0	0	0	10107	30000_10101_180	0	0	0	0	2822	101
10107	1	@Equip_Name_10101	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	113_1491_1491,108_215_215	equipment/NG_E_10101.png	0	7	0	0	0	0	0	10108	30000_10101_210	0	0	0	0	3242	101
10108	1	@Equip_Name_10101	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	113_1657_1657,108_239_239	equipment/NG_E_10101.png	0	8	0	0	0	0	0	10109	30000_10101_240	0	0	0	0	3338	101
10109	1	@Equip_Name_10101	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	113_1841_1841,108_266_266	equipment/NG_E_10101.png	0	9	0	0	0	0	0	10110	30000_10101_270	0	0	0	0	3436	101
10110	1	@Equip_Name_10101	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	113_2045_2045,108_295_295	equipment/NG_E_10101.png	0	10	0	0	0	0	0	10111	30000_10101_300	0	0	0	0	3517	101
10111	1	@Equip_Name_10101	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	113_2272_2272,108_328_328	equipment/NG_E_10101.png	0	11	0	0	0	0	0	10112	30000_10101_330	0	0	0	0	3596	101
10112	1	@Equip_Name_10101	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	113_2524_2524,108_364_364	equipment/NG_E_10101.png	0	12	0	0	0	0	0	10113	30000_10101_370	0	0	0	0	3677	101
10113	1	@Equip_Name_10101	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	113_2804_2804,108_404_404	equipment/NG_E_10101.png	0	13	0	0	0	0	0	0	30000_10101_400	0	0	0	0	3758	101
10201	1	@Equip_Name_10201	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	114_725_725,106_293_293	equipment/NG_E_10201.png	0	1	0	0	0	0	0	10202		0	0	0	0	2822	102
10202	1	@Equip_Name_10201	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	114_806_806,106_325_325	equipment/NG_E_10201.png	0	2	0	0	0	0	0	10203	30000_10201_60	0	0	0	0	3242	102
10203	1	@Equip_Name_10201	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	114_895_895,106_361_361	equipment/NG_E_10201.png	0	3	0	0	0	0	0	10204	30000_10201_90	0	0	0	0	3338	102
10204	1	@Equip_Name_10201	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	114_994_994,106_401_401	equipment/NG_E_10201.png	0	4	0	0	0	0	0	10205	30000_10201_120	0	0	0	0	3436	102
10205	1	@Equip_Name_10201	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	114_1104_1104,106_446_446	equipment/NG_E_10201.png	0	5	0	0	0	0	0	10206	30000_10201_150	0	0	0	0	3517	102
10206	1	@Equip_Name_10201	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	114_1227_1227,106_496_496	equipment/NG_E_10201.png	0	6	0	0	0	0	0	10207	30000_10201_180	0	0	0	0	2822	102
10207	1	@Equip_Name_10201	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	114_1363_1363,106_551_551	equipment/NG_E_10201.png	0	7	0	0	0	0	0	10208	30000_10201_210	0	0	0	0	3242	102
10208	1	@Equip_Name_10201	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	114_1514_1514,106_612_612	equipment/NG_E_10201.png	0	8	0	0	0	0	0	10209	30000_10201_240	0	0	0	0	3338	102
10209	1	@Equip_Name_10201	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	114_1682_1682,106_680_680	equipment/NG_E_10201.png	0	9	0	0	0	0	0	10210	30000_10201_270	0	0	0	0	3436	102
10210	1	@Equip_Name_10201	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	114_1869_1869,106_755_755	equipment/NG_E_10201.png	0	10	0	0	0	0	0	10211	30000_10201_300	0	0	0	0	3517	102
10211	1	@Equip_Name_10201	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	114_2077_2077,106_839_839	equipment/NG_E_10201.png	0	11	0	0	0	0	0	10212	30000_10201_330	0	0	0	0	3596	102
10212	1	@Equip_Name_10201	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	114_2308_2308,106_932_932	equipment/NG_E_10201.png	0	12	0	0	0	0	0	10213	30000_10201_370	0	0	0	0	3677	102
10213	1	@Equip_Name_10201	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	114_2564_2564,106_1035_1035	equipment/NG_E_10201.png	0	13	0	0	0	0	0	0	30000_10201_400	0	0	0	0	3758	102
10301	1	@Equip_Name_10301	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	114_622_622,111_92_92	equipment/NG_E_10301.png	0	1	0	0	0	0	0	10302		0	0	0	0	2849	103
10302	1	@Equip_Name_10301	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	114_691_691,111_102_102	equipment/NG_E_10301.png	0	2	0	0	0	0	0	10303	30000_10301_60	0	0	0	0	3272	103
10303	1	@Equip_Name_10301	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	114_768_768,111_113_113	equipment/NG_E_10301.png	0	3	0	0	0	0	0	10304	30000_10301_90	0	0	0	0	3370	103
10304	1	@Equip_Name_10301	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	114_853_853,111_126_126	equipment/NG_E_10301.png	0	4	0	0	0	0	0	10305	30000_10301_120	0	0	0	0	3467	103
10305	1	@Equip_Name_10301	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	114_948_948,111_140_140	equipment/NG_E_10301.png	0	5	0	0	0	0	0	10306	30000_10301_150	0	0	0	0	3548	103
10306	1	@Equip_Name_10301	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	114_1053_1053,111_155_155	equipment/NG_E_10301.png	0	6	0	0	0	0	0	10307	30000_10301_180	0	0	0	0	2849	103
10307	1	@Equip_Name_10301	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	114_1170_1170,111_172_172	equipment/NG_E_10301.png	0	7	0	0	0	0	0	10308	30000_10301_210	0	0	0	0	3272	103
10308	1	@Equip_Name_10301	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	114_1300_1300,111_191_191	equipment/NG_E_10301.png	0	8	0	0	0	0	0	10309	30000_10301_240	0	0	0	0	3370	103
10309	1	@Equip_Name_10301	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	114_1444_1444,111_212_212	equipment/NG_E_10301.png	0	9	0	0	0	0	0	10310	30000_10301_270	0	0	0	0	3467	103
10310	1	@Equip_Name_10301	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	114_1604_1604,111_236_236	equipment/NG_E_10301.png	0	10	0	0	0	0	0	10311	30000_10301_300	0	0	0	0	3548	103
10311	1	@Equip_Name_10301	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	114_1782_1782,111_262_262	equipment/NG_E_10301.png	0	11	0	0	0	0	0	10312	30000_10301_330	0	0	0	0	3630	103
10312	1	@Equip_Name_10301	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	114_1980_1980,111_291_291	equipment/NG_E_10301.png	0	12	0	0	0	0	0	10313	30000_10301_370	0	0	0	0	3711	103
10313	1	@Equip_Name_10301	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	114_2200_2200,111_323_323	equipment/NG_E_10301.png	0	13	0	0	0	0	0	0	30000_10301_400	0	0	0	0	3793	103
10401	1	@Equip_Name_10401	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	113_452_452,101_5250_5250	equipment/NG_E_10401.png	0	1	0	0	0	0	0	10402		0	0	0	0	1320	104
10402	1	@Equip_Name_10401	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	113_502_502,101_5833_5833	equipment/NG_E_10401.png	0	2	0	0	0	0	0	10403	30000_10401_60	0	0	0	0	1520	104
10403	1	@Equip_Name_10401	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	113_558_558,101_6481_6481	equipment/NG_E_10401.png	0	3	0	0	0	0	0	10404	30000_10401_90	0	0	0	0	1757	104
10404	1	@Equip_Name_10401	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	113_620_620,101_7201_7201	equipment/NG_E_10401.png	0	4	0	0	0	0	0	10405	30000_10401_120	0	0	0	0	2007	104
10405	1	@Equip_Name_10401	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	113_689_689,101_8001_8001	equipment/NG_E_10401.png	0	5	0	0	0	0	0	10406	30000_10401_150	0	0	0	0	2153	104
10406	1	@Equip_Name_10401	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	113_765_765,101_8890_8890	equipment/NG_E_10401.png	0	6	0	0	0	0	0	10407	30000_10401_180	0	0	0	0	2312	104
10407	1	@Equip_Name_10401	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	113_850_850,101_9878_9878	equipment/NG_E_10401.png	0	7	0	0	0	0	0	10408	30000_10401_210	0	0	0	0	2655	104
10408	1	@Equip_Name_10401	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	113_944_944,101_10975_10975	equipment/NG_E_10401.png	0	8	0	0	0	0	0	10409	30000_10401_240	0	0	0	0	2734	104
10409	1	@Equip_Name_10401	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	113_1049_1049,101_12194_12194	equipment/NG_E_10401.png	0	9	0	0	0	0	0	10410	30000_10401_270	0	0	0	0	2813	104
10410	1	@Equip_Name_10401	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	113_1166_1166,101_13549_13549	equipment/NG_E_10401.png	0	10	0	0	0	0	0	10411	30000_10401_300	0	0	0	0	2878	104
10411	1	@Equip_Name_10401	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	113_1295_1295,101_15054_15054	equipment/NG_E_10401.png	0	11	0	0	0	0	0	10412	30000_10401_330	0	0	0	0	2945	104
10412	1	@Equip_Name_10401	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	113_1439_1439,101_16727_16727	equipment/NG_E_10401.png	0	12	0	0	0	0	0	10413	30000_10401_370	0	0	0	0	3010	104
10413	1	@Equip_Name_10401	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	113_1599_1599,101_18585_18585	equipment/NG_E_10401.png	0	13	0	0	0	0	0	0	30000_10401_400	0	0	0	0	3077	104
10501	1	@Equip_Name_10501	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	101_6299_6299,106_473_473	equipment/NG_E_10501.png	0	1	0	0	0	0	0	10502		0	0	0	0	1290	105
10502	1	@Equip_Name_10501	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	101_6999_6999,106_525_525	equipment/NG_E_10501.png	0	2	0	0	0	0	0	10503	30000_10501_60	0	0	0	0	1484	105
10503	1	@Equip_Name_10501	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	101_7777_7777,106_583_583	equipment/NG_E_10501.png	0	3	0	0	0	0	0	10504	30000_10501_90	0	0	0	0	1716	105
10504	1	@Equip_Name_10501	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	101_8641_8641,106_648_648	equipment/NG_E_10501.png	0	4	0	0	0	0	0	10505	30000_10501_120	0	0	0	0	1961	105
10505	1	@Equip_Name_10501	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	101_9601_9601,106_720_720	equipment/NG_E_10501.png	0	5	0	0	0	0	0	10506	30000_10501_150	0	0	0	0	2103	105
