ID	Role	BG	StartMovementId	EndMovementId	BGM	EFF	VoiceWait
0102108	1	BG/AVG/avg_bg_088.jpg	010210801	010210801	StoryBgm1.mp3	102107.mp3	5
0102109	2	BG/AVG/avg_bg_088.jpg	010210901	010210901	StoryBgm1.mp3	102108.mp3	6
0102110	1	BG/AVG/avg_bg_088.jpg	010211001	010211001	StoryBgm1.mp3	102109.mp3	2
0102111	1	BG/AVG/avg_bg_088.jpg	010211101	010211101	StoryBgm1.mp3	102110.mp3	3
0102112	2	BG/AVG/avg_bg_089.jpg	010211201	010211205	StoryBgm1.mp3	102111.mp3	4
0102113	1	BG/AVG/avg_bg_089.jpg	010211301	010211303	StoryBgm1.mp3	102112.mp3	2
0102114	1	BG/AVG/avg_bg_089.jpg	010211401	010211401	StoryBgm1.mp3	102113.mp3	4
0102115	1	BG/AVG/avg_bg_089.jpg	010211501	010211501	StoryBgm1.mp3	102114.mp3	5
0102116	1	BG/AVG/avg_bg_089.jpg	010211601	010211601	StoryBgm1.mp3	102115.mp3	5
0102117	2	BG/AVG/avg_bg_089.jpg	010211701	010211702	StoryBgm1.mp3	102116.mp3	7
0102118	1	BG/AVG/avg_bg_089.jpg	010211801	010211803	StoryBgm1.mp3	102117.mp3	4
0102119	1	BG/AVG/avg_bg_089.jpg	010211901	010211901	StoryBgm1.mp3	102118.mp3	6
0102120	2	BG/AVG/avg_bg_089.jpg	010212001	010212003	StoryBgm1.mp3	102119.mp3	7
0102121	2	BG/AVG/avg_bg_089.jpg	010212101	010212101	StoryBgm1.mp3	102120.mp3	5
0102122	1	BG/AVG/avg_bg_089.jpg	010212201	010212203	StoryBgm1.mp3	102121.mp3	2
0102123	1	BG/AVG/avg_bg_089.jpg	010212301	010212301	StoryBgm2.mp3	102122.mp3	4
0102124	986	BG/AVG/avg_bg_089.jpg	010212401	010212403	StoryBgm2.mp3		
0102125	1	BG/AVG/avg_bg_089.jpg	010212501	010212501	StoryBgm2.mp3	102124.mp3	3
0102126	1	BG/AVG/avg_bg_089.jpg	010212601	010212601	StoryBgm2.mp3	102125.mp3	3
0105201	2	BG/AVG/avg_bg_089.jpg	010520101	010520103	StoryBgm1.mp3	105201.mp3	2
0105202		BG/AVG/avg_bg_089.jpg	010520201	010520203	StoryBgm1.mp3		
0105203		BG/AVG/avg_bg_089.jpg	010520301	010520301	StoryBgm1.mp3		
0105204	985	BG/AVG/avg_bg_089.jpg	010520401	010520401	StoryBgm1.mp3		
0105205	2	BG/AVG/avg_bg_089.jpg	010520501	010520502	StoryBgm1.mp3	105205.mp3	6
0105206	1	BG/AVG/avg_bg_089.jpg	010520601	010520602	StoryBgm1.mp3	105206.mp3	4
0105207	1	BG/AVG/avg_bg_089.jpg	010520701	010520701	StoryBgm1.mp3	105207.mp3	3
0105208	993	BG/AVG/avg_bg_089.jpg	010520801	010520803		105208.mp3	4
0105209	993	BG/AVG/avg_bg_089.jpg	010520901	010520901	StoryBgm10.mp3	105209.mp3	4
0105210	999	BG/AVG/avg_bg_089.jpg	010521001	010521001	StoryBgm10.mp3	105210.mp3	2
0105211	993	BG/AVG/avg_bg_089.jpg	010521101	010521105	StoryBgm10.mp3	105211.mp3	3
0105212	993	BG/AVG/avg_bg_091.jpg	010521201	010521201	StoryBgm10.mp3	105212.mp3	3
0105213	993	BG/AVG/avg_bg_091.jpg	010521301	010521301	StoryBgm10.mp3	105213.mp3	4
0105214	993	BG/AVG/avg_bg_091.jpg	010521401	010521401	StoryBgm10.mp3	105214.mp3	3
0105215	993	BG/AVG/avg_bg_091.jpg	010521501	010521503	StoryBgm10.mp3	105215.mp3	3
0105216	993	BG/AVG/avg_bg_093.jpg	010521601	010521601	StoryBgm10.mp3	105216.mp3	3
0105217	993	BG/AVG/avg_bg_093.jpg	010521701	010521701	StoryBgm10.mp3	105217.mp3	3
0105218	993	BG/AVG/avg_bg_093.jpg	010521801	010521801	StoryBgm10.mp3	105218.mp3	4
0105219	993	BG/AVG/avg_bg_093.jpg	010521901	010521903	StoryBgm10.mp3	105219.mp3	2
0105220	993	BG/AVG/avg_bg_080.jpg	010522001	010522001	StoryBgm10.mp3	105220.mp3	4
0105221	900	BG/AVG/avg_bg_095.jpg	010522101	010522101	StoryBgm10.mp3	105221.mp3	5
0105222	900	BG/AVG/avg_bg_095.jpg	010522201	010522201	StoryBgm10.mp3	105222.mp3	3
0105223	900	BG/AVG/avg_bg_095.jpg	010522301	010522301	StoryBgm10.mp3	105223.mp3	3
0105224	900	BG/AVG/avg_bg_095.jpg	010522401	010522401	StoryBgm10.mp3	105224.mp3	3
0105225	900	BG/AVG/avg_bg_082.jpg	010522501	010522502	StoryBgm10.mp3	105225.mp3	2
0105226	1	BG/AVG/avg_bg_082.jpg	010522601	010522601	StoryBgm10.mp3	105226.mp3	2
0105227		BG/AVG/avg_bg_082.jpg	010522701	010522704	StoryBgm10.mp3		
0105228		BG/AVG/avg_bg_082.jpg	010522801	010522801	StoryBgm10.mp3		
0105229	1	BG/AVG/avg_bg_082.jpg	010522901	010522902	StoryBgm10.mp3	105229.mp3	2
0105230	1	BG/AVG/avg_bg_082.jpg	010523001	010523001	StoryBgm10.mp3	105230.mp3	3
0105231	2	BG/AVG/avg_bg_082.jpg	010523101	010523103	StoryBgm10.mp3		
0105232	900	BG/AVG/avg_bg_082.jpg	010523201	010523201	StoryBgm10.mp3	105232.mp3	2
0105233	900	BG/AVG/avg_bg_082.jpg	010523301	010523302	StoryBgm10.mp3	105233.mp3	2
0105234	2	BG/AVG/avg_bg_089.jpg	010523401	010523401	StoryBgm10.mp3	105234.mp3	3
0105235	1	BG/AVG/avg_bg_089.jpg	010523501	010523502	StoryBgm10.mp3	105235.mp3	5
0105236	1	BG/AVG/avg_bg_089.jpg	010523601	010523602	StoryBgm10.mp3	105236.mp3	2
0105237	999	BG/AVG/avg_bg_089.jpg	010523701	010523702	StoryBgm10.mp3	105237.mp3	3
0105238	1	BG/AVG/avg_bg_089.jpg	010523801	010523801	StoryBgm10.mp3	105238.mp3	3
0105239	1	BG/AVG/avg_bg_089.jpg	010523901	010523903	StoryBgm10.mp3		
0105240		BG/AVG/avg_bg_089.jpg	010524001	010524002	StoryBgm10.mp3		
0106101	2	BG/AVG/avg_bg_089.jpg	010610101	010610103	StoryBgm1.mp3	106101.mp3	4
0106102	999	BG/AVG/avg_bg_089.jpg	010610201	010610201	StoryBgm1.mp3	106102.mp3	2
0106103	1	BG/AVG/avg_bg_089.jpg	010610301	010610301	StoryBgm1.mp3	106103.mp3	2
0106104	2	BG/AVG/avg_bg_089.jpg	010610401	010610403	StoryBgm1.mp3	106104.mp3	4
0106105	2	BG/AVG/avg_bg_089.jpg	010610501	010610501	StoryBgm1.mp3	106105.mp3	5
0106106		BG/AVG/avg_bg_089.jpg	010610601	010610602	StoryBgm1.mp3	106106.mp3	2
0106107		BG/AVG/avg_bg_089.jpg	010610701	010610701	StoryBgm1.mp3		
0106108	2	BG/AVG/avg_bg_089.jpg	010610801	010610801	StoryBgm1.mp3	106108.mp3	3
0106109	1	BG/AVG/avg_bg_089.jpg	010610901	010610903	StoryBgm1.mp3	106109.mp3	6
0106110	2	BG/AVG/avg_bg_089.jpg	010611001	010611003	StoryBgm1.mp3	106110.mp3	6
0106111	2	BG/AVG/avg_bg_089.jpg	010611101	010611101	StoryBgm1.mp3	106111.mp3	4
0106112	1	BG/AVG/avg_bg_089.jpg	010611201	010611202	StoryBgm1.mp3	106112.mp3	2
0106113	2	BG/AVG/avg_bg_089.jpg	010611301	010611303	StoryBgm1.mp3	106113.mp3	4
0106114	2	BG/AVG/avg_bg_089.jpg	010611401	010611401	StoryBgm1.mp3	106114.mp3	4
0106115	1	BG/AVG/avg_bg_089.jpg	010611501	010611503	StoryBgm1.mp3	106115.mp3	11
0106116	1	BG/AVG/avg_bg_089.jpg	010611601	010611601	StoryBgm1.mp3	106116.mp3	3
0106117	2	BG/AVG/avg_bg_089.jpg	010611701	010611702	StoryBgm1.mp3	106117.mp3	2
0106118	1	BG/AVG/avg_bg_089.jpg	010611801	010611803	StoryBgm1.mp3	106118.mp3	2
0106119	1	BG/AVG/avg_bg_089.jpg	010611901	010611901	StoryBgm1.mp3	106119.mp3	2
0106120	999	BG/AVG/avg_bg_089.jpg	010612001	010612001	StoryBgm1.mp3	106120.mp3	3
0106121	1	BG/AVG/avg_bg_089.jpg	010612101	010612102	StoryBgm1.mp3	106121.mp3	2
0106122	2	BG/AVG/avg_bg_089.jpg	010612201	010612203	StoryBgm1.mp3	106122.mp3	7
0106123	986	BG/AVG/avg_bg_089.jpg	010612301	010612303	StoryBgm2.mp3		
0106124	984	BG/AVG/avg_bg_089.jpg	010612401	010612401	StoryBgm2.mp3		
0106125	984	BG/AVG/avg_bg_089.jpg	010612501	010612501	StoryBgm2.mp3		
0106126	984	BG/AVG/avg_bg_089.jpg	010612601	010612601	StoryBgm2.mp3		
0106127	2	BG/AVG/avg_bg_089.jpg	010612701	010612701	StoryBgm2.mp3	106127.mp3	2
0106128	1	BG/AVG/avg_bg_089.jpg	010612801	010612802	StoryBgm2.mp3	106128.mp3	4
0106129	2	BG/AVG/avg_bg_089.jpg	010612901	010612902	StoryBgm2.mp3	106129.mp3	2
0106130	1	BG/AVG/avg_bg_089.jpg	010613001	010613003	StoryBgm2.mp3	106130.mp3	2
0106131	1	BG/AVG/avg_bg_089.jpg	010613101	010613101	StoryBgm2.mp3	106131.mp3	2
0106132	999	BG/AVG/avg_bg_089.jpg	010613201	010613201	StoryBgm2.mp3	106132.mp3	2
0106133	1	BG/AVG/avg_bg_089.jpg	010613301	010613302	StoryBgm2.mp3	106133.mp3	3
0106134		BG/AVG/avg_bg_089.jpg	010613401	010613408			
0106135		BG/AVG/avg_bg_097.jpg	010613501	010613501	StoryBgm2.mp3		
0106136	17	BG/AVG/avg_bg_097.jpg	010613601	010613601	StoryBgm2.mp3	106136.mp3	6
0106137	990	BG/AVG/avg_bg_097.jpg	010613701	010613701	StoryBgm2.mp3	106137.mp3	2
0106138	985	BG/AVG/avg_bg_097.jpg	010613801	010613801	StoryBgm2.mp3		
0106139	17	BG/AVG/avg_bg_097.jpg	010613901	010613901	StoryBgm2.mp3	106139.mp3	4
0106140	999	BG/AVG/avg_bg_097.jpg	010614001	010614001	StoryBgm2.mp3	106140.mp3	2
0106141		BG/AVG/avg_bg_097.jpg	010614101	010614103	StoryBgm2.mp3		
0106142	17	BG/AVG/avg_bg_097.jpg	010614201	010614201	StoryBgm2.mp3	106142.mp3	2
0106143	17	BG/AVG/avg_bg_097.jpg	010614301	010614301	StoryBgm2.mp3	106143.mp3	3
0106144	999	BG/AVG/avg_bg_097.jpg	010614401	010614401	StoryBgm2.mp3	106144.mp3	4
0106145	985	BG/AVG/avg_bg_097.jpg	010614501	010614501	StoryBgm2.mp3		
0106146	999	BG/AVG/avg_bg_097.jpg	010614601	010614601	StoryBgm2.mp3	106146.mp3	3
0108101	999	BG/AVG/avg_bg_089.jpg	010810101	010810101	StoryBgm7.mp3	108101.mp3	2
0108102	17	BG/AVG/avg_bg_089.jpg	010810201	010810201	StoryBgm7.mp3	108102.mp3	3
0108103	17	BG/AVG/avg_bg_089.jpg	010810301	010810301	StoryBgm7.mp3	108103.mp3	5
0108104	2	BG/AVG/avg_bg_089.jpg	010810401	010810404	StoryBgm7.mp3	108104.mp3	5
0108105	2	BG/AVG/avg_bg_089.jpg	010810501	010810501	StoryBgm7.mp3	108105.mp3	4
0108106	17	BG/AVG/avg_bg_089.jpg	010810601	010810603	StoryBgm7.mp3	108106.mp3	2
0108107	17	BG/AVG/avg_bg_089.jpg	010810701	010810703	StoryBgm7.mp3	108107.mp3	8
0108108	2	BG/AVG/avg_bg_089.jpg	010810801	010810803	StoryBgm7.mp3	108108.mp3	4
0108109	1	BG/AVG/avg_bg_089.jpg	010810901	010810903	StoryBgm7.mp3	108109.mp3	5
0108110	17	BG/AVG/avg_bg_089.jpg	010811001	010811003	StoryBgm7.mp3	108110.mp3	2
0108111	17	BG/AVG/avg_bg_089.jpg	010811101	010811101	StoryBgm7.mp3	108111.mp3	6
0108112	17	BG/AVG/avg_bg_089.jpg	010811201	010811201	StoryBgm7.mp3	108112.mp3	4
0108113	1	BG/AVG/avg_bg_089.jpg	010811301	010811303	StoryBgm7.mp3	108113.mp3	2
0108114	17	BG/AVG/avg_bg_089.jpg	010811401	010811402	StoryBgm7.mp3	108114.mp3	6
0108115	2	BG/AVG/avg_bg_089.jpg	010811501	010811504	StoryBgm7.mp3	108115.mp3	4
0108116	2	BG/AVG/avg_bg_089.jpg	010811601	010811601	StoryBgm7.mp3	108116.mp3	6
0108117	17	BG/AVG/avg_bg_089.jpg	010811701	010811702	StoryBgm7.mp3	108117.mp3	3
0108118	2	BG/AVG/avg_bg_089.jpg	010811801	010811802	StoryBgm7.mp3	108118.mp3	2
0108119	17	BG/AVG/avg_bg_089.jpg	010811901	010811902	StoryBgm7.mp3	108119.mp3	6
0108120	17	BG/AVG/avg_bg_089.jpg	010812001	010812001	StoryBgm7.mp3	108120.mp3	6
0108121	999	BG/AVG/avg_bg_089.jpg	010812101	010812101	StoryBgm7.mp3	108121.mp3	4
0108122	17	BG/AVG/avg_bg_089.jpg	010812201	010812201	StoryBgm7.mp3	108122.mp3	6
0108123	990	BG/AVG/avg_bg_089.jpg	010812301	010812301	StoryBgm7.mp3	108123.mp3	2
0108124		BG/AVG/avg_bg_089.jpg	010812401	010812407			
0108125	990	BG/AVG/avg_bg_085.jpg	010812501	010812501	StoryBgm7.mp3	108124.mp3	4
0108126	17	BG/AVG/avg_bg_085.jpg	010812601	010812601	StoryBgm7.mp3	108125.mp3	4
0108127	17	BG/AVG/avg_bg_085.jpg	010812701	010812701	StoryBgm7.mp3	108126.mp3	4
0108128	17	BG/AVG/avg_bg_085.jpg	010812801	010812801	StoryBgm7.mp3	108127.mp3	6
0108129	990	BG/AVG/avg_bg_085.jpg	010812901	010812901	StoryBgm7.mp3	108128.mp3	3
0108130	990	BG/AVG/avg_bg_085.jpg	010813001	010813001	StoryBgm7.mp3	108129.mp3	4
0108131	990	BG/AVG/avg_bg_085.jpg	010813101	010813101	StoryBgm7.mp3	108130.mp3	2
0108132	17	BG/AVG/avg_bg_085.jpg	010813201	010813201	StoryBgm7.mp3	108131.mp3	4
0108133	17	BG/AVG/avg_bg_085.jpg	010813301	010813301	StoryBgm7.mp3	108132.mp3	2
0108134	999	BG/AVG/avg_bg_085.jpg	010813401	010813401	StoryBgm7.mp3	108133.mp3	5
0108135	999	BG/AVG/avg_bg_085.jpg	010813501	010813501	StoryBgm7.mp3	108134.mp3	2
0108136	999	BG/AVG/avg_bg_085.jpg	010813601	010813601	StoryBgm7.mp3	108135.mp3	3
0108137	999	BG/AVG/avg_bg_085.jpg	010813701	010813701	StoryBgm7.mp3	108136.mp3	2
0108138	986	BG/AVG/avg_bg_085.jpg	010813801	010813804	StoryBgm2.mp3	108137.mp3	4
0108139	17	BG/AVG/avg_bg_089.jpg	010813901	010813902	StoryBgm2.mp3		
0108140	990	BG/AVG/avg_bg_089.jpg	010814001	010814003	StoryBgm2.mp3	108139.mp3	4
0108141		BG/AVG/avg_bg_089.jpg	010814101	010814102	StoryBgm2.mp3	108140.mp3	2
0108142	1	BG/AVG/avg_bg_089.jpg	010814201	010814202	StoryBgm2.mp3	108141.mp3	2
0108143	985	BG/AVG/avg_bg_089.jpg	010814301	010814301	StoryBgm2.mp3	108142.mp3	5
0108144	985	BG/AVG/avg_bg_089.jpg	010814401	010814401	StoryBgm2.mp3		
0108145	999	BG/AVG/avg_bg_089.jpg	010814501	010814501	StoryBgm2.mp3		
0108146	1	BG/AVG/avg_bg_089.jpg	010814601	010814602	StoryBgm2.mp3	108145.mp3	2
0108147	999	BG/AVG/avg_bg_089.jpg	010814701	010814701	StoryBgm2.mp3	108146.mp3	3
0108148	999	BG/AVG/avg_bg_089.jpg	010814801	010814801	StoryBgm2.mp3	108147.mp3	4
0108149	1	BG/AVG/avg_bg_089.jpg	010814901	010814902	StoryBgm2.mp3	108148.mp3	3
0108150	1	BG/AVG/avg_bg_089.jpg	010815001	010815001	StoryBgm2.mp3	108149.mp3	3
0201101		BG/AVG/avg_bg_089.jpg	020110101	020110101			
0201102	985	BG/AVG/avg_bg_089.jpg	020110201	020110204	StoryBgm1.mp3		
0201103	985	BG/AVG/avg_bg_089.jpg	020110301	020110301	StoryBgm1.mp3	201103.mp3	2
0201104	1	BG/AVG/avg_bg_089.jpg	020110401	020110401	StoryBgm1.mp3	201104.mp3	3
0201105	999	BG/AVG/avg_bg_089.jpg	020110501	020110502	StoryBgm1.mp3	201105.mp3	3
0201106	1	BG/AVG/avg_bg_089.jpg	020110601	020110601	StoryBgm1.mp3	201106.mp3	3
0201107	1	BG/AVG/avg_bg_089.jpg	020110701	020110701	StoryBgm1.mp3	201107.mp3	4
0201108	999	BG/AVG/avg_bg_089.jpg	020110801	020110801	StoryBgm1.mp3	201108.mp3	2
0201109	1	BG/AVG/avg_bg_089.jpg	020110901	020110901	StoryBgm1.mp3	201109.mp3	5
0201110	1	BG/AVG/avg_bg_089.jpg	020111001	020111001	StoryBgm1.mp3	201110.mp3	7
0201111	2	BG/AVG/avg_bg_089.jpg	020111101	020111103	StoryBgm1.mp3	201111.mp3	3
0201112	2	BG/AVG/avg_bg_089.jpg	020111201	020111201	StoryBgm1.mp3	201112.mp3	11
0201113		BG/AVG/avg_bg_089.jpg	020111301	020111301	StoryBgm1.mp3	201113.mp3	2
0201114	2	BG/AVG/avg_bg_089.jpg	020111401	020111402	StoryBgm1.mp3	201114.mp3	4
0201115	1	BG/AVG/avg_bg_089.jpg	020111501	020111502	StoryBgm1.mp3	201115.mp3	4
0201116	1	BG/AVG/avg_bg_089.jpg	020111601	020111601	StoryBgm1.mp3	201116.mp3	6
0201117	1	BG/AVG/avg_bg_089.jpg	020111701	020111701	StoryBgm1.mp3	201117.mp3	10
0201118	999	BG/AVG/avg_bg_089.jpg	020111801	020111801	StoryBgm1.mp3	201118.mp3	2
0201119	999	BG/AVG/avg_bg_089.jpg	020111901	020111901	StoryBgm1.mp3	201119.mp3	4
0201120	1	BG/AVG/avg_bg_089.jpg	020112001	020112001	StoryBgm1.mp3	201120.mp3	2
0201121	999	BG/AVG/avg_bg_089.jpg	020112101	020112101	StoryBgm1.mp3	201121.mp3	7
0201122	999	BG/AVG/avg_bg_089.jpg	020112201	020112201	StoryBgm1.mp3	201122.mp3	7
0201123	1	BG/AVG/avg_bg_089.jpg	020112301	020112302	StoryBgm1.mp3	201123.mp3	2
0201124	999	BG/AVG/avg_bg_089.jpg	020112401	020112401	StoryBgm1.mp3	201124.mp3	10
0201125	999	BG/AVG/avg_bg_089.jpg	020112501	020112501	StoryBgm1.mp3	201125.mp3	5
0201126	2	BG/AVG/avg_bg_089.jpg	020112601	020112602	StoryBgm1.mp3	201126.mp3	3
0201127	2	BG/AVG/avg_bg_089.jpg	020112701	020112701	StoryBgm1.mp3	201127.mp3	9
0201128	1	BG/AVG/avg_bg_089.jpg	020112801	020112803	StoryBgm1.mp3	201128.mp3	10
0201129	999	BG/AVG/avg_bg_089.jpg	020112901	020112901	StoryBgm1.mp3	201129.mp3	4
0201130	1	BG/AVG/avg_bg_089.jpg	020113001	020113001	StoryBgm1.mp3	201130.mp3	4
0201131	1	BG/AVG/avg_bg_089.jpg	020113101	020113101	StoryBgm1.mp3	201131.mp3	7
0205101	985	BG/AVG/avg_bg_084.jpg	020510101	020510101	StoryBgm2.mp3		
0205102	17	BG/AVG/avg_bg_084.jpg	020510201	020510204	StoryBgm2.mp3	205102.mp3	3
0205103	990	BG/AVG/avg_bg_084.jpg	020510301	020510303	StoryBgm2.mp3	205103.mp3	2
0205104		BG/AVG/avg_bg_084.jpg	020510401	020510401	StoryBgm2.mp3		
0205105	17	BG/AVG/avg_bg_084.jpg	020510501	020510504	StoryBgm2.mp3	205105.mp3	2
0205106	990	BG/AVG/avg_bg_084.jpg	020510601	020510602	StoryBgm2.mp3	205106.mp3	2
0205107	985	BG/AVG/avg_bg_084.jpg	020510701	020510703	StoryBgm2.mp3		
0205108	985	BG/AVG/avg_bg_084.jpg	020510801	020510801	StoryBgm2.mp3		
0205109	2	BG/AVG/avg_bg_084.jpg	020510901	020510901	StoryBgm2.mp3	205109.mp3	2
0205110		BG/AVG/avg_bg_084.jpg	020511001	020511001	StoryBgm2.mp3		
0205111	985	BG/AVG/avg_bg_084.jpg	020511101	020511103	StoryBgm2.mp3		
0205112	2	BG/AVG/avg_bg_084.jpg	020511201	020511203	StoryBgm2.mp3	205112.mp3	4
0205113	17	BG/AVG/avg_bg_084.jpg	020511301	020511302	StoryBgm2.mp3	205113.mp3	3
0205114	1	BG/AVG/avg_bg_084.jpg	020511401	020511404	StoryBgm2.mp3	205114.mp3	4
0205115	17	BG/AVG/avg_bg_084.jpg	020511501	020511502	StoryBgm2.mp3	205115.mp3	2
0205116	17	BG/AVG/avg_bg_084.jpg	020511601	020511601	StoryBgm2.mp3	205116.mp3	4
0205117	1	BG/AVG/avg_bg_084.jpg	020511701	020511703	StoryBgm2.mp3	205117.mp3	8
